Strategy,Period,N_Days,Total_Return_Gross,Max_Daily_Drawdown,Max_DD_Date
October_Rebalance_Daily_DD,2021-10-04 ~ 2025-09-30,977,11.7,-49.99897728899767,2024-08-05
