Year,RebalanceDate,EntryDate,ExitDate,N_Stocks,StartCapital,Investment,GrossReturn,NetReturn,PnL,Tax,EndCapital
2017,2017-10-01,2017-10-02,2018-10-02,20,10000000.0,8911300.0,0.946534348493292,0.8189457250906153,9158400.0,1860528.96,16209171.04
2018,2018-10-01,2018-10-02,2019-10-02,20,16209171.04,15174900.0,0.22684539188019812,0.1964543568656136,3741200.0,760024.78,18156075.22
2019,2019-10-01,2019-10-02,2020-10-02,20,18156075.22,16754500.0,0.06434161239810013,0.05373369124712764,1129800.0,229518.87,17654781.13
2020,2020-10-01,2020-10-02,2021-10-04,20,17654781.13,15949600.0,0.16783774200743276,0.1478131370065707,2958600.0,601039.59,18307160.41
2021,2021-10-01,2021-10-04,2022-10-03,20,18307160.41,16798000.0,-0.12699164469659455,-0.12975949517799737,-2179700.0,0.0,14618300.0
2022,2022-10-01,2022-10-03,2023-10-02,20,14618300.0,13066700.0,0.3946178231925841,0.31801551883796214,5214800.0,1059386.6199999999,17222113.38
2023,2023-10-01,2023-10-02,2024-10-02,20,17222113.38,15170880.0,0.06913924526413906,0.06223525988604485,1184870.0,240706.3405,16115043.6595
2024,2024-10-01,2024-10-02,2025-10-02,20,16115043.6595,14024580.0,0.17195413441186425,0.13775946263631422,2424570.0,492551.3955,15956598.6045
