date,portfolio,total_value,cumulative_return,drawdown
2020-11-30,フィルタB（出来高）,14494141.9165,0.44941419164999985,-0.14313493435487618
2020-12-30,フィルタB（出来高）,15257041.9165,0.5257041916499998,-0.09803379195219995
2021-01-29,フィルタB（出来高）,16004261.9165,0.6004261916499996,-0.05385962020475242
2021-02-26,フィルタB（出来高）,17399071.916500002,0.7399071916499997,0.0
2021-03-31,フィルタB（出来高）,18631451.916500002,0.8631451916499995,0.0
2021-04-30,フィルタB（出来高）,17963691.916500002,0.7963691916499995,-0.03584047035049545
2021-05-31,フィルタB（出来高）,18513151.916500002,0.8513151916499995,-0.006349478319251845
2021-06-30,フィルタB（出来高）,18055361.916500002,0.8055361916499995,-0.030920295561604357
2021-07-30,フィルタB（出来高）,18046001.916500002,0.8046001916499994,-0.031422671868182525
2021-08-31,フィルタB（出来高）,18918311.916500002,0.8918311916499992,0.0
2021-09-30,フィルタB（出来高）,20797351.916500002,1.0797351916499989,0.0
2021-10-29,フィルタB（出来高）,20261461.916500002,1.0261461916499988,-0.02576722277680173
2021-11-30,フィルタB（出来高）,18945851.916500002,0.894585191649999,-0.08902575709800221
2021-12-30,フィルタB（出来高）,20328091.916500002,1.0328091916499988,-0.022563449514344327
2022-01-31,フィルタB（出来高）,19072595.864000004,0.907259586399999,-0.08293152221613503
2022-02-28,フィルタB（出来高）,20036565.864000004,1.003656586399999,-0.036580909702086314
2022-03-31,フィルタB（出来高）,19328675.864000004,0.9328675863999991,-0.07061841615204839
2022-04-28,フィルタB（出来高）,19368715.864000004,0.936871586399999,-0.06869317104580805
2022-05-31,フィルタB（出来高）,21006635.864000004,1.1006635863999987,0.0
2022-06-30,フィルタB（出来高）,21266455.864000004,1.1266455863999987,0.0
2022-07-29,フィルタB（出来高）,21704525.864000004,1.1704525863999988,0.0
2022-08-31,フィルタB（出来高）,22451305.864000004,1.2451305863999989,0.0
2022-09-30,フィルタB（出来高）,21421775.864000004,1.142177586399999,-0.045856129983548995
2022-10-31,フィルタB（出来高）,22170125.864000004,1.2170125863999988,-0.012523993112171871
2022-11-30,フィルタB（出来高）,23637685.864000004,1.3637685863999982,0.0
2022-12-30,フィルタB（出来高）,21981435.864000004,1.1981435863999983,-0.0700681957417183
2023-01-31,フィルタB（出来高）,21849079.349500004,1.1849079349499982,-0.0756675812002406
2023-02-28,フィルタB（出来高）,22372279.349500004,1.2372279349499982,-0.05353343477786051
2023-03-31,フィルタB（出来高）,21231029.349500004,1.1231029349499981,-0.10181438776819168
2023-04-28,フィルタB（出来高）,22590869.349500004,1.2590869349499978,-0.04428591362635428
2023-05-31,フィルタB（出来高）,22715199.349500004,1.2715199349499975,-0.039026092478237843
2023-06-30,フィルタB（出来高）,24440789.349500004,1.4440789349499972,0.0
