Code,Price_Now,Price_6M,Return_6M,Eq,BPS_Final,Sales,OP,SharesOut,MarketCap,PBR,OP_Margin
3104,10290.0,6820.0,50.879765395894424,50250000000.0,4425.753038576713,34333000000.0,6019000000.0,11354000.0,116832660000.0,2.3250280597014923,17.53123816736085
3964,2527.0,1910.0,32.303664921465966,26622000000.0,580.82,64139000000.0,9517000000.0,48026400.0,115825546640.95589,4.350745497744568,14.83808603189947
1419,3930.0,3755.0,4.6604527296937315,27561000000.0,935.6731102193795,88443000000.0,-1123000000.0,29455800.0,115761294000.0,4.20018482638511,-1.2697443551213776
4461,9400.0,5840.0,60.95890410958904,54283000000.0,4569.72,60209000000.0,7059000000.0,10684321.0,111661152105.59946,2.057018810780529,11.724160839741566
6080,3400.0,3170.0,7.2555205047318605,43234000000.0,1361.3149028621808,5876000000.0,2215000000.0,31759000.0,107980600000.0,2.497585233843734,37.69571136827774
6330,2731.0,1695.0,61.120943952802364,39598000000.0,1026.9588498330602,131902000000.0,-20995000000.0,38558507.0,105303282617.0,2.6593081119500983,-15.917120286273143
6016,12430.0,10050.0,23.681592039801004,17542000000.0,2088.3333333333335,23446000000.0,4520000000.0,8400000.0,104412000000.0,5.952114924181963,19.278341721402374
7944,3890.0,3420.0,13.742690058479523,41364000000.0,1557.62,100952000000.0,9412000000.0,26580659.0,103302448607.49092,2.4973998793030394,9.323242729217846
6866,7630.0,6090.0,25.28735632183907,43956000000.0,3246.7,40531000000.0,6791000000.0,14024365.0,103300052360.85872,2.3500785412880774,16.755076361303693
5290,1786.0,1690.0,5.680473372781059,43075000000.0,746.4471196585491,30990000000.0,4728000000.0,57706700.0,103064166200.00002,2.3926678165989554,15.256534365924493
6993,126.0,45.0,179.99999999999997,6174000000.0,7.59,8092000000.0,-567000000.0,739896570.0,102493280632.41107,16.600790513833992,-7.006920415224914
4369,3060.0,2589.0,18.192352259559684,36149000000.0,1112.41,23883000000.0,5902000000.0,32498640.0,99438102857.75928,2.7507843331145887,24.712138341079427
8715,1317.0,906.0,45.36423841059602,28339000000.0,378.1600968038606,54995000000.0,,74939160.0,98694873720.0,3.4826519538445253,
1975,3745.0,3165.0,18.325434439178512,43756000000.0,1697.76,41441000000.0,4091000000.0,27200000.0,96519072189.23758,2.205847705211573,9.871866026398978
4549,2904.0,2485.0,16.861167002012078,43745000000.0,1324.21,31377000000.0,2779000000.0,34541438.0,95933031769.88544,2.1930056410992216,8.85680594065717
8237,1818.0,1397.0,30.136005726556903,26073000000.0,494.78,33815000000.0,1825000000.0,53289640.0,95801596669.22673,3.674360321759166,5.3970131598403075
6197,995.0,490.0,103.06122448979593,23642000000.0,249.54140354932906,105624000000.0,5509000000.0,94741793.0,94268084035.0,3.987314272692666,5.215670680905855
7088,1698.0,1333.0,27.38184546136535,14138000000.0,264.6613951538024,28155000000.0,3979000000.0,53419200.0,90705801599.99998,6.415744914415051,14.132480909252354
2492,399.0,360.0,10.83333333333334,12180000000.0,53.64,18817000000.0,2863000000.0,259431200.0,90600671140.9396,7.438478747203579,15.214965191050645
6855,7040.0,2890.0,143.59861591695503,30381000000.0,2398.529666024817,20675000000.0,5028000000.0,12666510.0,89172230399.99998,2.9351315098252195,24.319226118500605
1909,12380.0,7250.0,70.75862068965517,34883000000.0,4857.130763099897,43007000000.0,5965000000.0,7181812.0,88910832560.0,2.548829875870768,13.869835143116237
8771,1709.0,1486.0,15.006729475100933,21635000000.0,438.05,8253000000.0,3872000000.0,47942500.0,84406380550.16551,3.901381120876612,46.916272870471346
9348,577.0,531.0,8.662900188323919,16845000000.0,115.23443489768519,2743000000.0,-6948000000.0,146180263.0,84346011751.0,5.00718383799347,-253.29930732774332
9733,2754.0,1951.0,41.158380317785756,36061000000.0,1184.4549557800965,47725000000.0,4904000000.0,30445227.0,83846155158.0,2.3251200786999804,10.275536930330016
4970,10200.0,5330.0,91.36960600375235,25980000000.0,3190.3175458869096,30408000000.0,2071000000.0,8143390.0,83062578000.0,3.1971739030023096,6.810707708497763
6058,1333.0,1149.0,16.013925152306353,25347000000.0,417.34,46689000000.0,7198000000.0,46914039.0,80959292183.83093,3.1940384338908325,15.416907622780526
3673,895.0,720.0,24.305555555555557,24293000000.0,269.4,20815000000.0,2063000000.0,97896800.0,80706143281.36601,3.322197475872309,9.911121787172712
4588,2702.0,656.0,311.89024390243907,3999000000.0,136.38,28000000.0,-2024000000.0,29291600.0,79229344478.66257,19.812289191963632,-7228.571428571429
9279,3880.0,3035.0,27.841845140032937,10380000000.0,516.71,35878000000.0,3367000000.0,20018131.0,77943914381.37447,7.509047628263436,9.384581080327777
5036,1591.0,1550.0,2.645161290322573,27129000000.0,560.9059181580601,48687000000.0,2313000000.0,48366400.0,76950942400.0,2.8364828191234475,4.750754821615626
1514,1138.0,642.0,77.25856697819316,27779000000.0,413.23744471244026,8286000000.0,183000000.0,67222853.0,76499606714.0,2.753864671658447,2.2085445329471396
8739,1922.0,1608.0,19.527363184079594,37043000000.0,937.34,13684000000.0,6062000000.0,41507780.0,75956052232.91441,2.0504832824802097,44.299912306343174
