Date,Return,Cumulative
2021-10-01,-0.53171518241035,0.9946828481758965
2021-11-01,5.180610846121786,1.04621349569301
2021-12-01,-3.4514922768283385,1.01010351769003
2022-01-01,4.195259201030554,1.052479978455854
2022-02-01,-15.35690352287602,0.8908516435668022
2022-03-01,-3.837201611751495,0.8566678699415422
2022-04-01,3.2461551008243723,0.8844766376987732
2022-05-01,-4.3133058845778764,0.8463264548371954
2022-06-01,1.724928785240862,0.8609249834737907
2022-07-01,-6.232284195975005,0.8072696917895532
2022-08-01,5.777508796379319,0.853909769243199
2022-09-01,1.3216535504577342,0.8651954980261071
2022-10-01,-3.287925527445353,0.8367485143841987
2022-11-01,5.037433653664638,0.8788991656443274
2022-12-01,0.6446273045676748,0.8845647896456881
2023-01-01,-7.078215088332214,0.8219533912389129
2023-02-01,5.11203370438462,0.8639719256333784
2023-03-01,0.20737570287915286,0.8657635934868391
2023-04-01,-10.272394259974668,0.7768289438045466
2023-05-01,0.298274252626044,0.7791460245308625
2023-06-01,5.389868801384366,0.821140973024278
2023-07-01,0.8818704130438115,0.8283823723147592
2023-08-01,-1.7121774521678634,0.8141989961182526
2023-09-01,-0.9240881645574,0.8066750795591787
2023-10-01,-11.982179208642592,0.7100178258949377
2023-11-01,2.4468500443745387,0.7273908973829152
2023-12-01,6.455075636615401,0.7743445299828379
2024-01-01,1.5117260390629643,0.7860504978746481
2024-02-01,5.804399631630954,0.8316760100777174
2024-03-01,8.310031835470442,0.900788551283146
2024-04-01,-8.382005399090989,0.8252844062801993
2024-05-01,-1.9131998576558358,0.8094950661939907
2024-06-01,4.506418068925415,0.8459742981240165
2024-07-01,-3.4045002417128885,0.8171731010995554
2024-08-01,-4.908180241094253,0.7770647724158499
2024-09-01,5.143307172857559,0.8170316005932636
2024-10-01,-12.899463724907836,0.7116389056537017
2024-11-01,-0.23828932255476723,0.7099431461263833
2024-12-01,-0.7830424896737875,0.7043839896396868
2025-01-01,2.1195160874832464,0.7193135216177563
2025-02-01,2.571290101994539,0.737809159001422
2025-03-01,-2.323623077276903,0.7206652551166023
2025-04-01,-6.499195732042244,0.6738278096137528
2025-05-01,3.592343473768436,0.6980340189568492
2025-06-01,3.4375583183363694,0.722029345440318
2025-07-01,3.312840250600868,0.7459490242172148
2025-08-01,2.0769773322304914,0.7614422163602008
2025-09-01,-2.552087389498046,0.7420095455781577
2025-10-01,-7.196135158046399,0.6886135357927475
2025-11-01,15.575798378871058,0.795870591737441
2025-12-01,-6.56243207625696,0.7436421247397671
2026-01-01,-2.6118399613475978,0.7242193825563995
2026-02-01,7.2563258098189785,0.7767711005325513
2026-03-01,15.54983957446166,0.8975577605261432
