date,strategy_return_gross,strategy_return_net,tax,long_count,investment_ratio
2022-10-01,0.22531,0.17953827349999998,0.0457717265,20,0.91015
2023-10-01,0.40836,0.32540166600000003,0.082958334,20,0.92377
2024-10-01,0.006275,0.00500023375,0.00127476625,20,0.89014
2025-10-01,0.21454,0.170956199,0.043583801,19,0.85537
