date,cash,invested,n_stocks,total_value,return,cumulative_return,peak,drawdown
2016-10-03,673630.0,9326370.0,20,10000000.0,,,10000000.0,0.0
2017-10-02,925090.0,13312560.0,20,14237650.0,0.42376499999999995,0.42376499999999995,14237650.0,0.0
2018-10-01,634641.4024999999,18810780.0,20,19445421.4025,0.3657746469747465,0.9445421402499998,19445421.4025,0.0
2019-10-01,741755.1549999993,14009110.0,20,14750865.155,-0.2414221913903314,0.4750865154999997,19445421.4025,-0.24142219139033136
2020-10-01,741755.1549999993,0.0,0,741755.1549999993,-0.9497144643920379,-0.9258244845,19445421.4025,-0.9618545085937488
2021-10-01,616235.1549999993,125520.0,4,741755.1549999993,0.0,-0.9258244845,19445421.4025,-0.9618545085937488
2022-10-03,646265.1549999993,121180.0,4,767445.1549999993,0.03463407005240171,-0.9232554845,19445421.4025,-0.9605333749722014
2023-10-02,761196.2314999993,99400.0,3,860596.2314999993,0.12137815437768973,-0.91394037685,19445421.4025,-0.9557429888668107
2024-10-01,787319.4409999993,116700.0,2,904019.4409999993,0.05045712252808077,-0.9095980559,19445421.4025,-0.9535099074333367
