date,portfolio_value,total_value,peak,drawdown,daily_return
2022-12-27,10343560.0,10887957.894736843,19144631.57894737,-0.43127879740919534,0.02411282353896338
2022-12-28,10258000.0,10797894.736842105,19144631.57894737,-0.4359831531719762,-0.008271813572889863
2022-12-29,10518160.0,11071747.368421054,19144631.57894737,-0.42167874462539995,0.025361668941314086
2022-12-30,10724940.0,11289410.52631579,19144631.57894737,-0.4103093350341445,0.019659332050472544
2023-01-04,10517580.0,11071136.842105264,19144631.57894737,-0.4217106348351056,-0.01933437389859516
2023-01-05,10312540.0,10855305.263157895,19144631.57894737,-0.43298437379724425,-0.019494978882975023
2023-01-06,10467560.0,11018484.210526315,19144631.57894737,-0.4244608905066145,0.015032184117588887
2023-01-10,10657020.0,11217915.789473685,19144631.57894737,-0.41404378855691304,0.01809972906771029
2023-01-11,10910240.0,11484463.157894738,19144631.57894737,-0.4001209628644006,0.02376086373113684
2023-01-12,10786660.0,11354378.94736842,19144631.57894737,-0.4069157768565051,-0.011326973558785314
2023-01-13,10737600.0,11302736.842105264,19144631.57894737,-0.40961324873263905,-0.004548210474790038
2023-01-16,10583460.0,11140484.210526315,19144631.57894737,-0.4180883468775086,-0.01435516316495311
2023-01-17,10664200.0,11225473.684210528,19144631.57894737,-0.4136490097540055,0.007628885071611968
2023-01-18,10844480.0,11415242.105263159,19144631.57894737,-0.40373665284757576,0.016905159318092222
2023-01-19,10942180.0,11518084.210526315,19144631.57894737,-0.3983648020057843,0.009009191773141634
2023-01-20,11296080.0,11890610.52631579,19144631.57894737,-0.3789062757733376,0.03234273243540131
2023-01-23,11345580.0,11942715.789473685,19144631.57894737,-0.37618461132432346,0.004382051118618113
2023-01-24,11236680.0,11828084.210526315,19144631.57894737,-0.3821722731121546,-0.009598451555583809
2023-01-25,11352320.0,11949810.52631579,19144631.57894737,-0.37581402509429607,0.010291296005581652
2023-01-26,11349720.0,11947073.684210528,19144631.57894737,-0.37595698120676946,-0.00022902807531843816
2023-01-27,11355860.0,11953536.842105264,19144631.57894737,-0.3756193848488514,0.0005409825088196207
2023-01-30,11495140.0,12100147.368421054,19144631.57894737,-0.36796133586988794,0.012265033207524478
2023-01-31,11411360.0,12011957.894736843,19144631.57894737,-0.3725678216787446,-0.007288297489199791
2023-02-01,11585720.0,12195494.736842105,19144631.57894737,-0.362980964843793,0.015279510943480679
2023-02-02,11674660.0,12289115.789473685,19144631.57894737,-0.3580907661347966,0.007676691651446799
2023-02-03,11617000.0,12228421.05263158,19144631.57894737,-0.36126109284449676,-0.004938901860953582
2023-02-06,11533700.0,12140736.842105264,19144631.57894737,-0.365841186755666,-0.00717052595334422
2023-02-07,10642180.0,11202294.736842105,19144631.57894737,-0.4148597380604155,-0.0772969645473699
2023-02-08,10726440.0,11290989.47368421,19144631.57894737,-0.4102268603538714,0.007917550727388534
2023-02-09,10630220.0,11189705.263157895,19144631.57894737,-0.4155173361777934,-0.008970357359944225
2023-02-10,10631120.0,11190652.631578948,19144631.57894737,-0.4154678513696295,8.46642872867065e-05
2023-02-13,10640840.0,11200884.210526315,19144631.57894737,-0.4149334154414595,0.0009142968944004792
2023-02-14,11058040.0,11640042.105263159,19144631.57894737,-0.3919944577014856,0.03920743099229007
2023-02-15,11210940.0,11800989.47368421,19144631.57894737,-0.38358753862564193,0.013827043490528101
2023-02-16,11521240.0,12127621.05263158,19144631.57894737,-0.366526276433135,0.02767832135396331
2023-02-17,11535220.0,12142336.842105264,19144631.57894737,-0.3657576124129892,0.0012134110564487877
2023-02-20,11666560.0,12280589.47368421,19144631.57894737,-0.3585361294082717,0.011385998706569866
2023-02-21,11683500.0,12298421.05263158,19144631.57894737,-0.3576047153523868,0.0014520132755500015
2023-02-22,11542220.0,12149705.263157895,19144631.57894737,-0.3653727305717145,-0.012092266872084534
2023-02-24,11633280.0,12245557.894736843,19144631.57894737,-0.36036596764793205,0.007889296859703077
2023-02-27,11801860.0,12423010.52631579,19144631.57894737,-0.351096913247633,0.01449118391373716
2023-02-28,11836200.0,12459157.894736843,19144631.57894737,-0.3492087929005795,0.0029097108421893836
2023-03-01,11954120.0,12583284.210526315,19144631.57894737,-0.34272518336870583,0.009962656933813152
2023-03-02,12032080.0,12665347.368421054,19144631.57894737,-0.3384386993193089,0.006521600920854187
2023-03-03,12076240.0,12711831.578947369,19144631.57894737,-0.33601064473206727,0.0036701883631091725
2023-03-06,12087160.0,12723326.315789474,19144631.57894737,-0.33541022905967866,0.0009042549667777067
2023-03-07,12079140.0,12714884.210526315,19144631.57894737,-0.33585119368353916,-0.0006635140099080505
2023-03-08,12097480.0,12734189.47368421,19144631.57894737,-0.3348428032593994,0.001518320012848573
2023-03-09,12200260.0,12842378.947368423,19144631.57894737,-0.32919163816708263,0.00849598428763687
2023-03-10,11851980.0,12475768.421052633,19144631.57894737,-0.34834115926410586,-0.028546932606354325
2023-03-13,11724820.0,12341915.789473685,19144631.57894737,-0.3553328128264623,-0.010729008992590328
2023-03-14,11424500.0,12025789.47368421,19144631.57894737,-0.3718453434795518,-0.025614039277362055
2023-03-15,11744400.0,12362526.315789474,19144631.57894737,-0.3542562433332967,0.028001225436561805
2023-03-16,11482160.0,12086484.210526315,19144631.57894737,-0.3686750167698517,-0.022328939750008603
2023-03-17,11805540.0,12426884.210526315,19144631.57894737,-0.3508945753653629,0.028163690455454304
2023-03-20,11378460.0,11977326.315789474,19144631.57894737,-0.37437676633273587,-0.03617623590280494
2023-03-22,11595020.0,12205284.210526315,19144631.57894737,-0.36246962182609943,0.01903245254630237
2023-03-23,11787760.0,12408168.421052633,19144631.57894737,-0.3518721752422006,0.016622653518493458
2023-03-24,11775560.0,12395326.315789474,19144631.57894737,-0.3525429693084223,-0.0010349718691253784
2023-03-27,11796220.0,12417073.684210528,19144631.57894737,-0.35140701804546,0.0017544813155383476
2023-03-28,11656460.0,12269957.894736843,19144631.57894737,-0.35909145892211086,-0.011847863129036296
2023-03-29,11621420.0,12233073.684210528,19144631.57894737,-0.3610180674532918,-0.0030060584431294
2023-03-30,11526520.0,12133178.947368423,19144631.57894737,-0.36623596555857346,-0.008165955623323118
2023-03-31,11796420.0,12417284.210526315,19144631.57894737,-0.3513960214214237,0.023415566884020356
2023-04-03,11782500.0,12402631.578947369,19144631.57894737,-0.3521613864543585,-0.0011800190227203577
2023-04-04,11472760.0,12076589.47368421,19144631.57894737,-0.36919185809956345,-0.026288139189476034
2023-04-05,11158880.0,11746189.47368421,19144631.57894737,-0.3864499598623223,-0.027358717518713882
2023-04-06,11063460.0,11645747.368421054,19144631.57894737,-0.3916964491900986,-0.008551037380095439
2023-04-07,11070760.0,11653431.578947369,19144631.57894737,-0.3912950724127693,0.0006598297458479951
2023-04-10,11296160.0,11890694.736842105,19144631.57894737,-0.37890187712372303,0.02035993915503531
2023-04-11,11206600.0,11796421.05263158,19144631.57894737,-0.38382616536723224,-0.007928357955269694
2023-04-12,11286060.0,11880063.157894738,19144631.57894737,-0.3794572066375622,0.007090464547677255
2023-04-13,11284420.0,11878336.842105264,19144631.57894737,-0.3795473789546609,-0.0001453120043665157
2023-04-14,11338440.0,11935200.0,19144631.57894737,-0.3765771908024237,0.004787131283663593
2023-04-17,11221520.0,11812126.315789474,19144631.57894737,-0.38300581721411525,-0.010311824201565623
2023-04-18,11281300.0,11875052.631578948,19144631.57894737,-0.37971892628962906,0.005327264042660929
2023-04-19,11271380.0,11864610.52631579,19144631.57894737,-0.38026435884183557,-0.0008793312827423128
2023-04-20,11228440.0,11819410.52631579,19144631.57894737,-0.38262533402245513,-0.0038096488628721614
2023-04-21,11132000.0,11717894.736842105,19144631.57894737,-0.38792790613281725,-0.008588904602954694
2023-04-24,11111840.0,11696673.684210528,19144631.57894737,-0.3890363658356884,-0.001810995328781817
2023-04-25,11013680.0,11593347.368421054,19144631.57894737,-0.39443350891276374,-0.008833820501375156
