start_date,end_date,cash,portfolio_value,total_value,invested,n_stocks,valid_stocks,return,cumulative_return,peak,drawdown,investment_ratio
2017-10-02,2018-10-01,1848560.0,9130670.0,10979230.0,8151440.0,19,19,,,10979230.0,0.0,0.8316311799643509
2018-10-01,2019-10-01,528900.0,8382220.0,8911120.0,10450330.0,20,19,-0.18836566863067816,-0.18836566863067816,10979230.0,-0.1883656686306781,0.9406471913743727
2019-10-01,2020-10-01,926399.4254999999,10915580.0,11841979.4255,7785790.0,19,19,0.3288991086978965,0.07858013954530496,11841979.4255,0.0,0.9217698838840125
2020-10-01,2021-10-01,392449.4254999999,16866710.0,17259159.425499998,11449530.0,20,20,0.457455616612108,0.5719826823465759,17259159.425499998,0.0,0.977261382444839
2021-10-01,2022-10-03,604452.5869999994,17155010.0,17759462.586999997,16018890.0,20,20,0.02898768990805034,0.6175508288832636,17759462.586999997,0.0,0.965964477582646
2022-10-03,2023-10-02,865688.8999999985,22531530.0,23397218.9,15779500.0,20,20,0.31745083982028044,1.1310436979642464,23397218.9,0.0,0.9630003504390858
2023-10-02,2024-10-01,749076.3719999976,32340940.0,33090016.371999998,22383820.0,20,20,0.4142713505150819,2.013874048726549,33090016.371999998,0.0,0.9773624659601604
2024-10-01,2025-10-01,920881.4774999991,53018600.0,53939481.4775,30797460.0,20,20,0.6300832514287402,3.912865608744874,53939481.4775,0.0,0.982927505933031
2025-10-01,2026-01-22,505815.18949999916,64768120.0,65273935.1895,0.0,19,19,0.2101327895917573,4.945219763999841,65273935.1895,0.0,0.9922508856248433
