date,estimated_capital,peak,drawdown
2016-11-28,11187197.392846154,11187197.392846154,0.0
2016-11-29,11208397.346289836,11208397.346289836,0.0
2016-11-30,11229597.299733516,11229597.299733516,0.0
2016-12-01,11250797.253177198,11250797.253177198,0.0
2016-12-02,11271997.206620878,11271997.206620878,0.0
2016-12-05,11335597.066951923,11335597.066951923,0.0
2016-12-06,11356797.020395603,11356797.020395603,0.0
2016-12-07,11377996.973839287,11377996.973839287,0.0
2016-12-08,11399196.927282967,11399196.927282967,0.0
2016-12-09,11420396.880726648,11420396.880726648,0.0
2016-12-12,11483996.741057692,11483996.741057692,0.0
2016-12-13,11505196.694501374,11505196.694501374,0.0
2016-12-14,11526396.647945054,11526396.647945054,0.0
2016-12-15,11547596.601388736,11547596.601388736,0.0
2016-12-16,11568796.554832418,11568796.554832418,0.0
2016-12-19,11632396.415163461,11632396.415163461,0.0
2016-12-20,11653596.368607141,11653596.368607141,0.0
2016-12-21,11674796.322050825,11674796.322050825,0.0
2016-12-22,11695996.275494505,11695996.275494505,0.0
2016-12-26,11780796.08926923,11780796.08926923,0.0
2016-12-27,11801996.042712912,11801996.042712912,0.0
2016-12-28,11823195.996156594,11823195.996156594,0.0
2016-12-29,11844395.949600276,11844395.949600276,0.0
2016-12-30,11865595.903043956,11865595.903043956,0.0
2017-01-04,11971595.670262363,11971595.670262363,0.0
2017-01-05,11992795.623706045,11992795.623706045,0.0
2017-01-06,12013995.577149725,12013995.577149725,0.0
2017-01-10,12098795.39092445,12098795.39092445,0.0
2017-01-11,12119995.344368134,12119995.344368134,0.0
2017-01-12,12141195.297811814,12141195.297811814,0.0
2017-01-13,12162395.251255495,12162395.251255495,0.0
2017-01-16,12225995.11158654,12225995.11158654,0.0
2017-01-17,12247195.06503022,12247195.06503022,0.0
2017-01-18,12268395.0184739,12268395.0184739,0.0
2017-01-19,12289594.971917583,12289594.971917583,0.0
2017-01-20,12310794.925361264,12310794.925361264,0.0
2017-01-23,12374394.785692308,12374394.785692308,0.0
2017-01-24,12395594.739135988,12395594.739135988,0.0
2017-01-25,12416794.692579672,12416794.692579672,0.0
2017-01-26,12437994.646023352,12437994.646023352,0.0
2017-01-27,12459194.599467032,12459194.599467032,0.0
2017-01-30,12522794.459798077,12522794.459798077,0.0
2017-01-31,12543994.413241759,12543994.413241759,0.0
2017-02-01,12565194.366685439,12565194.366685439,0.0
2017-02-02,12586394.320129123,12586394.320129123,0.0
2017-02-03,12607594.273572803,12607594.273572803,0.0
2017-02-06,12671194.133903846,12671194.133903846,0.0
2017-02-07,12692394.087347528,12692394.087347528,0.0
2017-02-08,12713594.04079121,12713594.04079121,0.0
2017-02-09,12734793.99423489,12734793.99423489,0.0
2017-02-10,12755993.947678572,12755993.947678572,0.0
2017-02-13,12819593.808009615,12819593.808009615,0.0
2017-02-14,12840793.761453297,12840793.761453297,0.0
2017-02-15,12861993.714896977,12861993.714896977,0.0
2017-02-16,12883193.66834066,12883193.66834066,0.0
2017-02-17,12904393.62178434,12904393.62178434,0.0
2017-02-20,12967993.482115386,12967993.482115386,0.0
2017-02-21,12989193.435559066,12989193.435559066,0.0
2017-02-22,13010393.389002748,13010393.389002748,0.0
2017-02-23,13031593.342446428,13031593.342446428,0.0
2017-02-24,13052793.29589011,13052793.29589011,0.0
2017-02-27,13116393.156221153,13116393.156221153,0.0
2017-02-28,13137593.109664835,13137593.109664835,0.0
2017-03-01,13158793.063108517,13158793.063108517,0.0
2017-03-02,13179993.016552199,13179993.016552199,0.0
2017-03-03,13201192.96999588,13201192.96999588,0.0
2017-03-06,13264792.830326924,13264792.830326924,0.0
2017-03-07,13285992.783770604,13285992.783770604,0.0
2017-03-08,13307192.737214286,13307192.737214286,0.0
2017-03-09,13328392.690657966,13328392.690657966,0.0
2017-03-10,13349592.64410165,13349592.64410165,0.0
2017-03-13,13413192.504432691,13413192.504432691,0.0
2017-03-14,13434392.457876375,13434392.457876375,0.0
