allocation,weight_base,weight_leverage,cagr,mdd,volatility,sharpe,mdd_status
Base20_Lev80,0.2,0.8,0.33273872415651384,-0.19747813203169762,0.20281120724373217,1.6406328263538161,[OK]
Base30_Lev70,0.3,0.7,0.3250406910289749,-0.17634797017913628,0.18963560710506588,1.7140277397845916,[OK]
Base40_Lev60,0.4,0.6,0.3169901886209394,-0.15491868682223917,0.17721712857114388,1.788710781947263,[OK]
Base50_Lev50,0.5,0.5,0.3085950832586717,-0.13318906057780108,0.1657260610596394,1.862079393461348,[OK]
Base60_Lev40,0.6,0.4,0.29986328443521937,-0.11366951563396847,0.15536831545760188,1.9300156763110972,[OK]
Base70_Lev30,0.7,0.3,0.29080274228878467,-0.10138601226300031,0.1463846612878891,1.9865656669920768,[OK]
Base80_Lev20,0.8,0.2,0.28142144500624955,-0.08910250889203203,0.13904169932453617,2.0240075198547878,[OK]
