Year,CapGroup,NumStocks,PortfolioReturn,MinReturn,MaxReturn,StdReturn
2022,Large,20,0.024573281510411858,-0.20107719928186715,0.6417624521072797,0.17812001359265767
2023,Large,20,0.39328848415558004,-0.0851307939421753,0.95078125,0.2995506123102173
2024,Large,20,-0.04386810835205504,-0.35603777375929274,0.36726369923745344,0.1975319403807571
2025,Large,20,0.19372033890900767,-0.22514107803074526,0.7772305909617613,0.2671977708010271
