Year,CapGroup,NumStocks,PortfolioReturn,MinReturn,MaxReturn,StdReturn
2023,Large,10,0.5004569212115082,-0.0851307939421753,0.9323333333333333,0.29846530386038117
2024,Large,10,-0.10227290803102465,-0.35603777375929274,0.36726369923745344,0.21077174668977786
2025,Large,10,0.2512442071677864,-0.22514107803074526,0.7772305909617613,0.29736242130997853
