Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
46940,2022-04-01,3070.0,2023-03-31,3085.0,0.004885993485342019
80780,2022-04-01,3210.0,2023-03-31,3945.0,0.22897196261682243
85720,2022-04-01,317.0,2023-03-31,319.0,0.006309148264984227
80120,2022-04-01,1805.0,2023-03-31,2035.0,0.12742382271468145
90750,2022-04-01,3625.0,2023-03-31,3590.0,-0.009655172413793104
72420,2022-04-01,2950.0,2023-03-31,4020.0,0.36271186440677966
51010,2022-04-01,1682.0,2023-03-31,2797.0,0.6629013079667063
19420,2022-04-01,829.0,2023-03-31,935.0,0.1278648974668275
81940,2022-04-01,3110.0,2023-03-31,2581.0,-0.17009646302250803
23840,2022-04-01,3300.0,2023-03-31,3360.0,0.01818181818181818
