Year,CapGroup,NumStocks,PortfolioReturn,MinReturn,MaxReturn,StdReturn
2022,Small,20,0.06348501380700929,-0.22720247295208656,0.4714131607335491,0.15529429278826884
2023,Small,20,0.26345799854286395,-0.20118343195266272,1.16454802259887,0.2993351794126593
2024,Small,20,-0.0030022421200042275,-0.37406769936890416,0.5622317596566524,0.21994996028744326
2025,Small,20,0.2883565912152696,-0.09112333071484682,1.2063808574277168,0.3230028655120511
