Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
51910,2024-04-01,1348.0,2025-03-31,1740.0,0.29080118694362017
69600,2024-04-01,6930.0,2025-03-31,6390.0,-0.07792207792207792
94360,2024-04-01,3580.0,2025-03-31,4270.0,0.19273743016759776
99560,2024-04-01,2516.0,2025-03-31,2390.0,-0.050079491255961846
82180,2024-04-01,3485.0,2025-03-31,2960.0,-0.15064562410329985
61010,2024-04-01,1165.0,2025-03-31,1820.0,0.5622317596566524
51840,2024-04-01,3895.0,2025-03-31,3580.0,-0.08087291399229782
80740,2024-04-01,5350.0,2025-03-31,4530.0,-0.15327102803738318
62500,2024-04-01,1998.0,2025-03-31,2380.0,0.19119119119119118
68040,2024-04-01,1955.0,2025-03-31,1987.0,0.016368286445012786
