Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
22920,2022-04-01,3285.0,2023-03-31,2849.0,-0.13272450532724506
79050,2022-04-01,2145.0,2023-03-31,2280.0,0.06293706293706294
27900,2022-04-01,1697.0,2023-03-31,1764.0,0.03948143783146729
89340,2022-04-01,1058.0,2023-03-31,1281.0,0.2107750472589792
99740,2022-04-01,5460.0,2023-03-31,5600.0,0.02564102564102564
80510,2022-04-01,944.0,2023-03-31,1017.0,0.07733050847457627
88500,2022-04-01,2399.0,2023-03-31,2543.0,0.06002501042100875
97150,2022-04-01,3210.0,2023-03-31,3135.0,-0.02336448598130841
99560,2022-04-01,2104.0,2023-03-31,1926.0,-0.08460076045627377
32010,2022-04-01,890.0,2023-03-31,987.0,0.10898876404494381
74510,2022-04-01,2983.0,2023-03-31,3250.0,0.08950720750921891
81330,2022-04-01,1023.0,2023-03-31,1129.0,0.10361681329423265
94120,2022-04-01,415.0,2023-03-31,517.0,0.2457831325301205
44710,2022-04-01,5000.0,2023-03-31,4270.0,-0.146
88900,2022-04-01,927.0,2023-03-31,1364.0,0.4714131607335491
46260,2022-04-01,3235.0,2023-03-31,2500.0,-0.22720247295208656
79810,2022-04-01,1268.0,2023-03-31,1469.0,0.15851735015772872
64740,2022-04-01,4110.0,2023-03-31,3950.0,-0.038929440389294405
46340,2022-04-01,1891.0,2023-03-31,2056.0,0.08725542041248018
42120,2022-04-01,1760.0,2023-03-31,2079.0,0.18125
