Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
85720,2023-04-03,321.0,2024-03-29,402.8,0.2548286604361371
80600,2023-04-03,3150.0,2024-03-29,4488.0,0.4247619047619048
23840,2023-04-03,3385.0,2024-03-29,2627.0,-0.22392909896602659
82790,2023-04-03,6900.0,2024-03-29,9145.0,0.3253623188405797
80780,2023-04-03,3980.0,2024-03-29,5930.0,0.4899497487437186
40910,2023-04-03,2406.0,2024-03-29,4748.0,0.9733998337489609
53930,2023-04-03,2684.0,2024-03-29,4070.0,0.5163934426229508
30500,2023-04-03,1165.0,2024-03-29,1477.0,0.26781115879828327
90690,2023-04-03,953.0,2024-03-29,1147.0,0.20356768100734524
97490,2023-04-03,7730.0,2024-03-29,6010.0,-0.222509702457956
