Year,CapGroup,NumStocks,PortfolioReturn,MinReturn,MaxReturn,StdReturn
2023,Mid,10,0.30096359475358975,-0.22392909896602659,0.9733998337489609,0.35157861671288304
2024,Mid,9,0.03191485842481849,-0.17258883248730963,0.33766233766233766,0.16510041052198104
2025,Mid,9,0.3187432129161315,0.07138221933809215,0.6109422492401215,0.18619533554019715
