Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
16050,2023-04-03,1470.0,2024-03-29,2340.5,0.5921768707482993
32910,2023-04-03,2179.0,2024-03-29,1993.5,-0.0851307939421753
30030,2023-04-03,1100.0,2024-03-29,1571.5,0.42863636363636365
45190,2023-04-03,3279.0,2024-03-29,5774.0,0.760902714242147
64480,2023-04-03,1997.0,2024-03-29,2821.5,0.4128693039559339
34050,2023-04-03,1228.0,2024-03-29,1641.5,0.33672638436482083
88300,2023-04-03,3000.0,2024-03-29,5797.0,0.9323333333333333
19280,2023-04-03,2723.5,2024-03-29,3515.0,0.2906186891867083
94350,2023-04-03,18850.0,2024-03-29,28270.0,0.4997347480106101
26510,2023-04-03,5630.0,2024-03-29,10335.0,0.8357015985790408
