Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
72800,2025-04-01,850.0,2026-03-13,1251.0,0.4717647058823529
65230,2025-04-01,1030.0,2026-03-13,984.0,-0.04466019417475728
52730,2025-04-01,6510.0,2026-03-13,7090.0,0.0890937019969278
80370,2025-04-01,1980.0,2026-03-13,3070.0,0.5505050505050505
59750,2025-04-01,1910.0,2026-03-13,2551.0,0.3356020942408377
79810,2025-04-01,1779.0,2026-03-13,2801.0,0.5744800449690838
26920,2025-04-01,7670.0,2026-03-13,13010.0,0.6962190352020861
96190,2025-04-01,1703.0,2026-03-13,2071.0,0.2160892542571932
24290,2025-04-01,2118.0,2026-03-13,2677.0,0.26392823418319167
79760,2025-04-01,2546.0,2026-03-13,2314.0,-0.09112333071484682
