Year,CapGroup,NumStocks,PortfolioReturn,MinReturn,MaxReturn,StdReturn
2022,Mid,5,0.0715871509336074,-0.009655172413793104,0.22897196261682243,0.10392099162870691
2023,Mid,5,0.2541947067632627,-0.22392909896602659,0.4899497487437186,0.28210867292739356
2024,Mid,4,-0.03534855887497365,-0.17258883248730963,0.13431176339782078,0.12704428802067363
2025,Mid,4,0.3816118149992175,0.1978088861838101,0.6109422492401215,0.1971855436663787
