Year,CapGroup,NumStocks,PortfolioReturn,MinReturn,MaxReturn,StdReturn
2022,Mid,20,0.1450619649979785,-0.17009646302250803,0.6629013079667063,0.2073896207989662
2023,Mid,20,0.20805315840050093,-0.4453973699256718,0.9733998337489609,0.3452829463494725
2024,Mid,19,-0.04352632564544569,-0.4348076923076923,0.33766233766233766,0.1976250477734656
2025,Mid,18,0.25900552403544685,-0.3529652351738241,0.6495806150978565,0.2312605253880331
