Year,CapGroup,NumStocks,PortfolioReturn,MinReturn,MaxReturn,StdReturn
2022,Large,5,0.006825793269832276,-0.03476658476658471,0.03295750216825672,0.028390275511620572
2023,Large,5,0.4218908917281137,-0.0851307939421753,0.760902714242147,0.31667183748807176
2024,Large,5,-0.05395043275470297,-0.2232421875,0.36726369923745344,0.24749751792024108
2025,Large,5,0.33702438923429445,-0.05052083333333327,0.7772305909617613,0.297897653028642
