Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
88920,2023-04-03,879.0,2024-03-29,1040.0,0.1831626848691695
88500,2023-04-03,2561.0,2024-03-29,3410.0,0.3315111284654432
98420,2023-04-03,1502.0,2024-03-29,1785.0,0.18841544607190414
65230,2023-04-03,1442.0,2024-03-29,1236.0,-0.14285714285714285
81330,2023-04-03,1138.0,2024-03-29,1570.0,0.37961335676625657
46940,2023-04-03,3090.0,2024-03-29,2909.0,-0.05857605177993527
80510,2023-04-03,1033.0,2024-03-29,1346.0,0.30300096805421106
80140,2023-04-03,2544.0,2024-03-29,3405.0,0.3384433962264151
59700,2023-04-03,1445.0,2024-03-29,2113.0,0.46228373702422143
62690,2023-04-03,1416.0,2024-03-29,3065.0,1.16454802259887
22920,2023-04-03,2855.0,2024-03-29,3350.0,0.1733800350262697
79050,2023-04-03,2290.0,2023-12-20,2994.0,0.3074235807860262
79440,2023-04-03,4045.0,2024-03-29,4560.0,0.1273176761433869
64980,2023-04-03,938.0,2024-03-29,1365.0,0.4552238805970149
79900,2023-04-03,2499.0,2024-03-29,2031.0,-0.1872749099639856
97260,2023-04-03,1690.0,2024-03-29,1350.0,-0.20118343195266272
80740,2023-04-03,3825.0,2024-03-29,5350.0,0.39869281045751637
99560,2023-04-03,1940.0,2024-03-29,2508.0,0.2927835051546392
40450,2023-04-03,1238.0,2024-03-29,1595.0,0.28836833602584816
90250,2023-04-03,1495.0,2024-03-29,2190.0,0.46488294314381273
