Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
85720,2025-04-01,385.8,2026-03-13,477.6,0.23794712286158634
51910,2025-04-01,1753.0,2026-01-28,2594.0,0.479749001711352
81330,2025-04-01,1643.0,2026-03-13,1968.0,0.1978088861838101
80780,2025-04-01,4935.0,2026-03-13,7950.0,0.6109422492401215
88500,2025-04-01,3965.0,2026-03-13,4915.0,0.23959646910466584
64570,2025-04-01,2641.0,2026-03-13,3976.0,0.5054903445664521
30500,2025-04-01,1405.0,2026-03-13,1585.0,0.12811387900355872
32910,2025-04-01,2311.5,2026-03-13,2476.5,0.07138221933809215
23840,2025-04-01,2819.0,2026-03-13,3940.0,0.39765874423554454
82790,2025-04-01,9189.0,2025-09-26,9644.0,0.049515725323756664
69950,2025-04-01,2260.0,2026-03-13,2994.0,0.3247787610619469
74510,2025-04-01,4975.0,2025-09-25,6310.0,0.26834170854271355
89230,2025-04-01,2445.0,2026-03-13,1582.0,-0.3529652351738241
35690,2025-04-01,2455.0,2026-03-13,3170.0,0.29124236252545826
46340,2025-04-01,3105.0,2026-03-13,3880.0,0.249597423510467
98300,2025-04-01,1990.0,2026-03-13,2369.0,0.19045226130653267
80120,2025-04-01,2682.5,2026-03-13,4425.0,0.6495806150978565
58420,2025-04-01,2930.0,2026-03-13,3290.0,0.12286689419795221
