month,entry_date,exit_date,portfolio_return,benchmark_all_return,benchmark_small_return,portfolio_size,cumulative_return_strategy,cumulative_return_all,cumulative_return_small
2023-11,2023-11-01,2023-12-01,0.05807342666125571,0.031863042097434915,0.029075123111406986,114,19.049304566114696,1.5413626911395208,2.1345825637179097
2023-12,2023-12-01,2024-01-04,0.07550532388854488,-0.0012315532980525167,-0.02585232556081511,9,20.48762847723072,1.539464420833753,2.079398640344235
2024-01,2024-01-04,2024-02-01,0.08629303044184404,0.03893949906691769,0.04642527684200225,41,22.255568025097585,1.5994103942123616,2.175935297887099
2024-02,2024-02-01,2024-03-01,0.07068752755181985,0.03674570275717104,0.038738516717647074,106,23.828759103053073,1.6581818531448187,2.2602278038008166
2024-03,2024-03-01,2024-04-01,0.07087763835257568,0.024048586766922057,0.04390124037781453,7,25.517685273149915,1.6980587833155074,2.359454607924096
2024-04,2024-04-01,2024-05-01,-0.023045887182364975,-0.02951609010963451,-0.031064911794122872,36,24.929607577189806,1.6479387272557104,2.286158358646697
2024-05,2024-05-01,2024-06-03,-0.003994633349153047,0.003902664183933527,0.001992007134071845,105,24.830022935380665,1.6543700787038882,2.290712402406739
2024-06,2024-06-03,2024-07-01,0.01916054305265459,0.03159934499744931,0.040154939667189304,12,25.305779658832428,1.7066470895743096,2.3826958207202638
2024-07,2024-07-01,2024-08-01,0.019444306502098566,-0.025990762524692915,-0.016467967793388265,57,25.79783299479334,1.6622900303557253,2.3434576626832015
2024-08,2024-08-01,2024-09-02,0.02902664180371828,-0.0027439512526562537,-0.021218055603333796,123,26.54665745244535,1.6577287875446527,2.2937340476923307
2024-09,2024-09-02,2024-10-01,-0.04021331957523077,0.007093524676377724,-0.024565286373356525,10,25.47912823265598,1.6694879276058423,2.2373878139464503
2024-10,2024-10-01,2024-11-01,-0.00581999278265672,-0.025923186350006525,-0.024216751288809943,54,25.330839890233538,1.6262094809494299,2.183205549719495
2024-11,2024-11-01,2024-12-02,0.03706945374296508,0.0201612946308115,0.009717155240877054,113,26.269840287815,1.6589959694262701,2.2044200969688634
2024-12,2024-12-02,2025-01-06,0.048520472152211405,0.013127213703961218,0.0189447097184947,11,27.54446534194297,1.6807739640509392,2.2461821958035544
2025-01,2025-01-06,2025-02-03,0.03980311022222327,0.014034458412326629,0.0181016972201102,55,28.640820731960538,1.7043627163499335,2.286841905813193
2025-02,2025-02-03,2025-03-03,0.04337624287368769,0.025633622223598402,0.029928680276014762,120,29.88315192813181,1.7480517063528338,2.355284066054068
2025-03,2025-03-03,2025-04-01,-0.028992027004934928,0.004914161186721247,-0.011760516862209018,15,29.016778780438838,1.7566419142005747,2.327584708079947
2025-04,2025-04-01,2025-05-01,0.004907402988509911,0.009295907077962295,0.0027511305020960714,42,29.159175807342894,1.7729714942042372,2.333988197366558
2025-05,2025-05-01,2025-06-02,0.07537156729834106,0.05201182628951453,0.05284698424219364,133,31.356948589070196,1.865186979577049,2.4573324348542545
2025-06,2025-06-02,2025-07-01,0.056883839933193237,0.025498367130596267,0.024652803564058818,14,33.14065223340423,1.9127462019495125,2.5179125686623065
2025-07,2025-07-01,2025-08-01,0.12039692411609952,0.053228881187696066,0.0694661729317579,19,37.13068482550745,2.0145595422753,2.692822318584049
