date,strategy_return_gross,strategy_return_net,long_return_gross,long_return_net,tax,topix_return,long_count,investment_ratio
2017-10-01,0.500074,0.39848396,0.500074,0.39848396,0.10159003734588623,0.26738343,20,0.9380270020294189
2018-10-01,0.162514,0.12949927,0.162514,0.12949927,0.03301471844315529,0.08584584,20,0.9091049983215332
2019-10-01,-0.024119997,-0.024119997,-0.024119997,-0.024119997,0.0,-0.088715754,20,0.9413800006103515
2020-10-01,0.071823984,0.057232942,0.071823984,0.057232942,0.014591043815016747,0.10659836,20,0.9521300004577636
2021-10-01,0.606634,0.4833963,0.606634,0.4833963,0.12323769927024841,0.12652764,20,0.9260479962158203
2022-10-01,0.233638,0.18617444,0.233638,0.18617444,0.047463558614254,-0.047314566,20,0.9255970034790039
2023-10-01,0.639795,0.50982064,0.639795,0.50982064,0.129974365234375,0.097273305,20,0.923691000213623
2024-10-01,0.329548,0.26260033,0.329548,0.26260033,0.06694767624139786,0.104526736,20,0.8946600018310547
2025-10-01,0.453493,0.3613659,0.453493,0.3613659,0.09212710708379745,0.13634908,20,0.8683069976806641
