rebalance_date,entry_date,exit_date,portfolio_return,benchmark_all_return,benchmark_large_return,portfolio_size,cumulative_return_strategy,cumulative_return_all,cumulative_return_large
2017-10-01,2017-10-02,2018-10-01,0.054939304158043996,0.16742454135349574,0.09762555776760586,7,1.054939304158044,1.1674245413534958,1.097625557767606
2018-10-01,2018-10-01,2019-10-01,0.04992365080459048,-0.13291872228794518,-0.15630576387272124,20,1.1076057255988676,1.0122519629491986,0.9260603565145186
2019-10-01,2019-10-01,2020-10-01,0.0,0.0,0.0,0,1.1076057255988676,1.0122519629491986,0.9260603565145186
2020-10-01,2020-10-01,2021-10-01,0.0,0.0,0.0,0,1.1076057255988676,1.0122519629491986,0.9260603565145186
2021-10-01,2021-10-01,2022-10-03,0.0039776189256041095,-0.08998701698017751,-0.10326140341101178,20,1.112011359095117,0.9211624283710711,0.8304340644575275
2022-10-01,2022-10-03,2023-10-02,0.1520366124159233,0.19971260618527367,0.13571900669332831,20,1.2810777990999656,1.1051301776610132,0.9431397508100066
2023-10-01,2023-10-02,2024-10-01,0.07540500503793518,0.05981073584657832,0.0994663083923516,18,1.3776774769950852,1.171228826793178,1.0369503801211604
2024-10-01,2024-10-01,2025-10-01,0.04986507939041193,0.18347858234904227,0.1278907666535123,19,1.4463754737598276,1.3861242315395224,1.1695667592165067
