Strategy,AR,RISK,R/R,MDD,Cumulative_Return,N_Days,Period_Start,Period_End
PCA_SUB,26.672977824451156,10.878759048690242,2.4518401138466683,-10.740685279560413,804.6528272682373,2129,2018-09-17,2025-12-30
