Strategy,AR,RISK,R/R,MDD
MOM,3.998901341681054,10.891760238373868,0.3671492260353031,-26.32609495254301
PCA_PLAIN,24.950348430504395,10.08854933745377,2.4731353930020594,-8.250928754216613
PCA_SUB,26.67297782445116,10.878759048690242,2.4518401138466683,-10.740685279560411
