date,rebalance_date,value,n_stocks,valid_stocks,normalized_value,cumulative_value,daily_return,peak,drawdown,year_month
2020-01-08,2019-10-01,1.230421375879303,20,17,1.230421375879303,1.511326943238311,-0.011797275438057975,1.5293693345242125,-0.01179727543805798,2020-01
2020-01-09,2019-10-01,1.2412364413276653,20,18,1.2412364413276653,1.5246110913565236,0.008789724935194254,1.5293693345242125,-0.003111245308949002,2020-01
2020-01-10,2019-10-01,1.2477679840819804,20,18,1.2477679840819804,1.5326337872711284,0.005262126164559566,1.5326337872711284,0.0,2020-01
2020-01-14,2019-10-01,1.2318321629579092,20,18,1.2318321629579092,1.5130598134280426,-0.012771461784055749,1.5326337872711284,-0.012771461784055712,2020-01
2020-01-15,2019-10-01,1.2294333948181813,20,18,1.2294333948181813,1.5101134058060508,-0.0019473173471684646,1.5326337872711284,-0.014693909042143337,2020-01
2020-01-16,2019-10-01,1.2278633703153714,20,18,1.2278633703153714,1.5081849442406419,-0.0012770309554199777,1.5326337872711284,-0.015952175420860318,2020-01
2020-01-17,2019-10-01,1.2311019480508572,20,18,1.2311019480508572,1.5121628902397624,0.0026375717476236904,1.5326337872711284,-0.013356678680439849,2020-01
2020-01-20,2019-10-01,1.256810433542405,20,18,1.256810433542405,1.5437406306422818,0.020882499237574015,1.5437406306422818,0.0,2020-01
2020-01-21,2019-10-01,1.2623264762554764,20,18,1.2623264762554764,1.5505159875531291,0.0043889218022514775,1.5505159875531291,0.0,2020-01
2020-01-22,2019-10-01,1.260651714578871,20,18,1.260651714578871,1.548458877285886,-0.0013267262535547886,1.5505159875531291,-0.0013267262535547391,2020-01
2020-01-23,2019-10-01,1.254532616167052,20,18,1.254532616167052,1.540942786880272,-0.004853916701222372,1.5505159875531291,-0.006174203136057004,2020-01
2020-01-24,2019-10-01,1.2373649630616004,20,18,1.2373649630616004,1.51985575344679,-0.013684501211218891,1.5505159875531291,-0.019774213456982187,2020-01
2020-01-27,2019-10-01,1.2114989291918605,20,18,1.2114989291918605,1.4880844963243136,-0.020904126625453934,1.5505159875531291,-0.04026497742041262,2020-01
2020-01-28,2019-10-01,1.2197745450814068,20,18,1.2197745450814068,1.498249437791479,0.006830889974509979,1.5505159875531291,-0.033709133076487666,2020-01
2020-01-29,2019-10-01,1.2148227618045666,20,18,1.2148227618045666,1.49216716091457,-0.004059588959949623,1.5505159875531291,-0.037631876811950564,2020-01
2020-01-30,2019-10-01,1.2020765635786315,20,18,1.2020765635786315,1.4765110018292762,-0.01049222868280908,1.5505159875531291,-0.04772926323748541,2020-01
2020-01-31,2019-10-01,1.2140221966474016,20,18,1.2140221966474016,1.4911838264930781,0.009937497685844177,1.5505159875531291,-0.038266074994610766,2020-01
2020-02-03,2019-10-01,1.1996333143237794,20,18,1.1996333143237794,1.473509958040301,-0.011852239904145079,1.5505159875531291,-0.04966477619772975,2020-02
2020-02-04,2019-10-01,1.2111970605180145,20,18,1.2111970605180145,1.4877137109421292,0.009639400686995314,1.5505159875531291,-0.04050411418853426,2020-02
2020-02-05,2019-10-01,1.2416126167903112,20,17,1.2416126167903112,1.5250731477895692,0.02511197992776526,1.5505159875531291,-0.016409272763263382,2020-02
2020-02-06,2019-10-01,1.2512569096421788,20,18,1.2512569096421788,1.5369192355780652,0.007767553842034092,1.5505159875531291,-0.008769178830926462,2020-02
2020-02-07,2019-10-01,1.2437168508989862,20,18,1.2437168508989862,1.5276577791733086,-0.006025987696922308,1.5505159875531291,-0.014742323564101469,2020-02
2020-02-10,2019-10-01,1.242725489623732,20,18,1.242725489623732,1.5264400898230208,-0.0007970956367903126,1.5505159875531291,-0.015527668159102647,2020-02
2020-02-12,2019-10-01,1.2429076092983766,20,18,1.2429076092983766,1.5266637874737443,0.00014654859513640872,1.5505159875531291,-0.015383395121920673,2020-02
2020-02-13,2019-10-01,1.2291414425767533,20,18,1.2291414425767533,1.5097548007807655,-0.011075776363936085,1.5505159875531291,-0.026288788441768275,2020-02
2020-02-14,2019-10-01,1.225479796630948,20,18,1.225479796630948,1.5052571999726359,-0.00297902732669153,1.5505159875531291,-0.029189500749306187,2020-02
2020-02-17,2019-10-01,1.2210575697128372,20,18,1.2210575697128372,1.4998253773292114,-0.003608567787301231,1.5505159875531291,-0.03269273624447604,2020-02
2020-02-18,2019-10-01,1.2089776029776975,20,18,1.2089776029776975,1.4849875505829129,-0.00989303619646753,1.5505159875531291,-0.04226234201791544,2020-02
2020-02-19,2019-10-01,1.2267447891738075,20,18,1.2267447891738075,1.5068109906905942,0.014696042467908121,1.5505159875531291,-0.02818738872309587,2020-02
2020-02-20,2019-10-01,1.2691721836267673,20,17,1.2691721836267673,1.5589245719605347,0.03458534719477724,1.5589245719605347,0.0,2020-02
2020-02-21,2019-10-01,1.2910027028781799,20,18,1.2910027028781799,1.5857390052728333,0.01720059699782417,1.5857390052728333,0.0,2020-02
2020-02-25,2019-10-01,1.2572163428538863,20,18,1.2572163428538863,1.5442392091707267,-0.02617063461522562,1.5857390052728333,-0.026170634615225608,2020-02
2020-02-26,2019-10-01,1.246197111745848,20,18,1.246197111745848,1.5307042843117962,-0.00876478513079515,1.5857390052728333,-0.03470603975688178,2020-02
2020-02-27,2019-10-01,1.2006014028056002,20,18,1.2006014028056002,1.4746990614114686,-0.03658787884395809,1.5857390052728333,-0.0700240982230615,2020-02
2020-02-28,2019-10-01,1.1514063185291215,20,18,1.1514063185291215,1.4142727247113371,-0.0409753679793462,1.5857390052728333,-0.10813020301029591,2020-02
2020-03-02,2019-10-01,1.1919401993974614,20,18,1.1919401993974614,1.464060502680129,0.03520380270287249,1.5857390052728333,-0.0767329946404194,2020-03
2020-03-03,2019-10-01,1.1929582563928232,20,18,1.1929582563928232,1.4653109823913928,0.0008541175101539622,1.5857390052728333,-0.07594441612459443,2020-03
2020-03-04,2019-10-01,1.1736939735498184,20,18,1.1736939735498184,1.44164865802549,-0.01614832936506483,1.5857390052728333,-0.09086637004464175,2020-03
2020-03-05,2019-10-01,1.1878587879616926,20,18,1.1878587879616926,1.4590473037953888,0.012068575566621442,1.5857390052728333,-0.07989442213136871,2020-03
2020-03-06,2019-10-01,1.1652909213312257,20,18,1.1652909213312257,1.4313271864773205,-0.01899877902927516,1.5857390052728333,-0.09737530468889839,2020-03
