Code,FCF,CashEq,EquityRatio,MarketCap,CapGroup,TheoreticalValue,ValuationGap,CashRatio,FCFYield
19450,13629000000.0,12158000000.0,0.6378278791487936,34640450000.0,Mid,148448000000.0,3.2853946758774786,0.3509769647911618,0.39344177110863165
89680,19034000000.0,7859000000.0,0.49986111662235627,46416920000.0,Mid,198199000000.0,3.26997310463512,0.16931325904433125,0.4100659845590789
67890,9818000000.0,11717000000.0,0.6790707956450454,25781600000.0,Mid,109897000000.0,3.2626136469420053,0.45447140596394325,0.3808142240978062
26700,30486000000.0,199371000000.0,0.8634779354408177,118570480000.0,Mid,504231000000.0,3.2525846230866233,1.6814556203196613,0.2571129002766962
18330,19828000000.0,23655000000.0,0.46731456530621746,52362900000.0,Mid,221935000000.0,3.2384016164116196,0.45175114441713504,0.3786650471994485
92670,17275000000.0,4697000000.0,0.4288349947924416,41912100000.0,Mid,177447000000.0,3.233789287580436,0.11206787538682146,0.41217214121936147
14170,27419000000.0,51350000000.0,0.5018735855126744,77037630000.0,Mid,325540000000.0,3.225727089475624,0.6665573694310171,0.35591697200446065
18830,25390000000.0,44324000000.0,0.7336832189476518,70610360000.0,Mid,298224000000.0,3.2235162092361516,0.6277265828980336,0.3595789626338118
65160,13923000000.0,29430000000.0,0.7678390323913507,40122600000.0,Mid,168660000000.0,3.2036159172137397,0.7335018169311062,0.34701141002826336
63760,17486000000.0,44584000000.0,0.44740303075148896,52299000000.0,Mid,219444000000.0,3.195950209373028,0.8524828390600203,0.3343467370313008
27340,28586000000.0,31511000000.0,0.4285282465822437,75896700000.0,Mid,317371000000.0,3.181617909606083,0.41518274180563847,0.37664351678004443
42720,21079000000.0,71161000000.0,0.6869641544868131,68143520000.0,Mid,281951000000.0,3.1376054539008256,1.0442812464046471,0.30933242074961786
89660,22096000000.0,18061000000.0,0.48787440233022517,58140550000.0,Mid,239021000000.0,3.11108942037872,0.31064377615966826,0.3800445644219052
28150,12151130000.0,50238435000.0,0.8814992564553197,41925200000.0,Mid,171749735000.0,3.0965752101361472,1.1982873069180349,0.28982879032181125
48870,21996000000.0,46122000000.0,0.4742328196695223,65107470000.0,Mid,266082000000.0,3.0868121584205315,0.7083979764533931,0.3378414181967138
63950,25135000000.0,92574000000.0,0.4682367347343477,84174510000.0,Mid,343924000000.0,3.0858449903658483,1.0997866218645052,0.2986058368501343
62840,9394000000.0,32469000000.0,0.7519965299926007,31217600000.0,Mid,126409000000.0,3.0492863000358774,1.0400863615396443,0.3009199938496233
62500,13384000000.0,16887000000.0,0.707862516595368,37410000000.0,Mid,150727000000.0,3.0290564020315425,0.45140336808340015,0.3577653033948142
26950,33419000000.0,24172000000.0,0.5528827356343942,89481600000.0,Mid,358362000000.0,3.004868039909881,0.27013374816722097,0.373473429174266
90310,18569000000.0,52911000000.0,0.33988866651918237,59897850000.0,Mid,238601000000.0,2.983465182807062,0.8833539100318292,0.31001112727752334
34760,14333000000.0,5878000000.0,0.4587508910226844,37527605000.0,Mid,149208000000.0,2.975953168341012,0.1566313650977727,0.3819321803243239
90750,22603000000.0,30643000000.0,0.5653285214382452,64570000000.0,Mid,256673000000.0,2.9751122812451603,0.4745702338547313,0.3500542047390429
98420,9803000000.0,25205000000.0,0.3561805345464724,31169480000.0,Mid,123235000000.0,2.953707280326781,0.8086435834027388,0.31450636969240425
97460,12846000000.0,33580000000.0,0.835768813021407,41039150000.0,Mid,162040000000.0,2.9484248577273164,0.8182430678997982,0.31301817898275186
59470,24670000000.0,137555000000.0,0.7706065796387408,97371810000.0,Mid,384255000000.0,2.946265351337312,1.4126778582014652,0.2533587493135847
22880,11653000000.0,9325000000.0,0.5401961978603111,32089700000.0,Mid,125855000000.0,2.921974963929236,0.29059168518247286,0.3631383278746763
40780,15248000000.0,11153000000.0,0.6443860918484314,41864750000.0,Mid,163633000000.0,2.908610465845371,0.26640550821395087,0.364220495763142
59890,24340000000.0,15872000000.0,0.3731465133549399,66339840000.0,Mid,259272000000.0,2.9082397545728176,0.23925291348305935,0.36689868410897586
80980,16203000000.0,63121000000.0,0.49177655021098504,57663900000.0,Mid,225151000000.0,2.9045399287942715,1.09463633226334,0.28099035965309316
21540,12462000000.0,21108000000.0,0.6186924229383826,37488000000.0,Mid,145728000000.0,2.887323943661972,0.5630601792573624,0.33242637644046097
51210,10056000000.0,10877000000.0,0.7199489827921467,28668100000.0,Mid,111437000000.0,2.8871428521597178,0.3794112619950398,0.3507731590164678
26780,19678000000.0,49433000000.0,0.33855605199025185,63420980000.0,Mid,246213000000.0,2.8822011265041945,0.7794423864153471,0.31027587400888473
80740,8180000000.0,36561000000.0,0.4173184008008509,30571200000.0,Mid,118361000000.0,2.871650442246297,1.1959295022766525,0.26757209399696447
31060,9380000000.0,14977000000.0,0.6609128621978727,28230200000.0,Mid,108777000000.0,2.853213934013928,0.5305311333253041,0.33226828006886244
90440,41196000000.0,24777000000.0,0.3385342893502934,113439040000.0,Mid,436737000000.0,2.8499708742246055,0.2184168695362725,0.3631554004688333
62090,13041000000.0,25492000000.0,0.7197265443459187,40506000000.0,Mid,155902000000.0,2.848861897002913,0.629338863378265,0.32195230336246483
54630,14443000000.0,95132000000.0,0.8451533477118839,62372830000.0,Mid,239562000000.0,2.8408069667513884,1.525215386250712,0.23155915805006763
23270,38130000000.0,94081000000.0,0.7077186421393932,124104750000.0,Mid,475381000000.0,2.8304819114498034,0.7580773499805608,0.30724045614692425
31910,11403000000.0,32218000000.0,0.7355683863408506,38484600000.0,Mid,146248000000.0,2.800169418416717,0.8371660352452669,0.29630033831714503
79470,25952000000.0,20671000000.0,0.5244000180980267,74536500000.0,Mid,280191000000.0,2.759111307882715,0.27732721552527956,0.34817840923574356
30870,6316000000.0,32467000000.0,0.7590137189469781,25549950000.0,Mid,95627000000.0,2.742747050385617,1.270726557194828,0.2472020493190789
91790,9622000000.0,9517000000.0,0.6142565435307221,28336000000.0,Mid,105737000000.0,2.731542913608131,0.33586250705815923,0.3395680406549972
86130,8291000000.0,36368000000.0,0.624727921498662,32018370000.0,Mid,119278000000.0,2.7252989455740564,1.1358479522848914,0.2589450993289165
74590,20218000000.0,274163000000.0,0.40161939839234395,128653850000.0,Mid,476343000000.0,2.702516481240165,2.131012791300066,0.1571503689940099
48120,22020000000.0,69419000000.0,0.6068219684347642,78222900000.0,Mid,289619000000.0,2.7024835438215664,0.8874511172559443,0.28150324265656224
19800,46178000000.0,68681000000.0,0.5941282746160795,143536250000.0,Mid,530461000000.0,2.695658762159385,0.4784923669107978,0.3217166395248587
61830,15031000000.0,9029000000.0,0.42701799141490915,43240120000.0,Mid,159339000000.0,2.6849805227182535,0.20881070635326637,0.3476169816364987
82820,31130000000.0,10346000000.0,0.5735750792521188,88206300000.0,Mid,321646000000.0,2.646519579667212,0.11729320921521479,0.3529226370451997
49190,8397000000.0,11513000000.0,0.8487396411826785,26280990000.0,Mid,95483000000.0,2.6331584160261845,0.4380732993696204,0.3195085116656564
19460,9779000000.0,40846000000.0,0.47385559098524566,38211750000.0,Mid,138636000000.0,2.6280986869222165,1.0689382192650168,0.25591604676572
54800,12173000000.0,9324000000.0,0.45485196988591753,36146250000.0,Mid,131054000000.0,2.6256596465746793,0.2579520697167756,0.33677075768579035
37650,28825000000.0,31021000000.0,0.8929570317570836,88277940000.0,Mid,319271000000.0,2.616656664167741,0.351401493963271,0.326525517020447
68770,23632000000.0,18217000000.0,0.7192429933545218,70562800000.0,Mid,254537000000.0,2.607240642378137,0.2581671929118459,0.3349073449466291
20010,22496000000.0,41890000000.0,0.6465025574840809,74173420000.0,Mid,266850000000.0,2.5976499398301978,0.564757564097759,0.3032892375732439
72390,7704000000.0,42346000000.0,0.5818199475575411,33438090000.0,Mid,119386000000.0,2.5703594314148925,1.2664000844545846,0.23039593469603079
67680,12982000000.0,19479000000.0,0.5149580210377328,41935200000.0,Mid,149299000000.0,2.56023102310231,0.46450237509300063,0.30957286480093094
99340,15674000000.0,61495000000.0,0.6171733471357457,61513650000.0,Mid,218235000000.0,2.547749158113687,0.9996968152597026,0.2548052342853984
46260,32020000000.0,44052000000.0,0.5362823009863453,102816000000.0,Mid,364252000000.0,2.542755991285403,0.4284547152194211,0.3114301276065982
47220,10055000000.0,32800000000.0,0.643700444143562,37713390000.0,Mid,133350000000.0,2.535879431681957,0.8697176254905751,0.26661618061913817
32450,14097000000.0,27164000000.0,0.6014015535292131,47566980000.0,Mid,168134000000.0,2.5346788885903626,0.5710684176292041,0.2963610470961158
26850,18908000000.0,22368000000.0,0.5770646084542604,59941980000.0,Mid,211448000000.0,2.5275444688346966,0.3731608465386028,0.31543836222960936
69140,13226000000.0,22884000000.0,0.7297859343115976,44121980000.0,Mid,155144000000.0,2.516251990504506,0.5186530613540009,0.2997598929150505
75950,6634000000.0,35903000000.0,0.689894785524338,29158100000.0,Mid,102243000000.0,2.5065041960895944,1.2313216567609,0.22751825393286942
92470,21837000000.0,29408000000.0,0.48380341178402986,70840660000.0,Mid,247778000000.0,2.497680569322759,0.41512882573369586,0.3082551743589063
80510,3075000000.0,89882000000.0,0.422937764231639,34781150000.0,Mid,120632000000.0,2.4683154524792883,2.584215875553281,0.08840995769260074
18520,9691000000.0,18496000000.0,0.42573644801147825,33345860000.0,Mid,115406000000.0,2.4608794015209083,0.5546715544298453,0.2906207847091063
38650,11036000000.0,19275000000.0,0.6409284940332914,37663340000.0,Mid,129635000000.0,2.4419411555109027,0.5117708625947672,0.29301702929161355
78640,22367000000.0,34783000000.0,0.7001479762338474,75255600000.0,Mid,258453000000.0,2.434335783649323,0.4621981619972467,0.2972137621652076
77800,15760000000.0,35643000000.0,0.4627132959842621,56649280000.0,Mid,193243000000.0,2.4112172299453762,0.6291871670743212,0.2782030062871055
45510,7210000000.0,30805000000.0,0.8639950520389013,30543500000.0,Mid,102905000000.0,2.3691292746410855,1.008561559742662,0.23605677148984236
87390,7187000000.0,21385000000.0,0.6709585694547348,27772900000.0,Mid,93255000000.0,2.357769624346035,0.7699952111590795,0.25877744131869557
79720,12789000000.0,20820000000.0,0.4346026743367706,44548400000.0,Mid,148710000000.0,2.3381670273230912,0.46735685232241786,0.2870810175000673
77440,19991000000.0,97399000000.0,0.757427153261453,90438600000.0,Mid,297309000000.0,2.287412675561099,1.0769627128239492,0.221044996273715
27300,36653000000.0,10829000000.0,0.5168631420534963,114896760000.0,Mid,377359000000.0,2.2843310812245705,0.09424982915096997,0.31900812520736005
13790,7329000000.0,13638000000.0,0.529674894932612,26548220000.0,Mid,86928000000.0,2.2743438166475944,0.5137067569878507,0.27606370596597435
69080,8168000000.0,22482000000.0,0.7871606635911994,31866000000.0,Mid,104162000000.0,2.268750392267621,0.7055168518169836,0.2563233540450637
70180,7571000000.0,14613000000.0,0.22236929185969556,27784000000.0,Mid,90323000000.0,2.250899798445148,0.5259501871580766,0.2724949611287072
59490,5142000000.0,39375000000.0,0.5287080334892056,28096890000.0,Mid,90795000000.0,2.2314964396415404,1.4014006532395578,0.18300957864019826
51610,9671000000.0,39417000000.0,0.6141467412607348,42217000000.0,Mid,136127000000.0,2.224459341023758,0.9336760072956392,0.2290783333728119
92790,9622000000.0,2126000000.0,0.4715609667454116,30535600000.0,Mid,98346000000.0,2.220699773379269,0.06962365239261714,0.31510761209866517
78390,11151000000.0,19941000000.0,0.8516962587190868,40951580000.0,Mid,131451000000.0,2.2099127799220444,0.4869409190072764,0.2722971860914768
49740,21973000000.0,17427000000.0,0.7765830254908873,74008680000.0,Mid,237157000000.0,2.204448451181672,0.23547237972626994,0.2968976071455402
88030,17661000000.0,18213000000.0,0.28519787130212754,60905400000.0,Mid,194823000000.0,2.1987804037080454,0.29903752376636555,0.289974287994168
46330,21490000000.0,18782000000.0,0.560155668898098,73100160000.0,Mid,233682000000.0,2.196737189084128,0.25693514213922375,0.29398020469449043
21700,7494000000.0,11374000000.0,0.41018073611551503,27004920000.0,Mid,86314000000.0,2.1962323902459255,0.4211825104462446,0.2775049879799681
42160,16492000000.0,24059000000.0,0.7399122641152668,59187200000.0,Mid,188979000000.0,2.192903195285467,0.40648991673875434,0.2786413278546713
41180,39854000000.0,44288000000.0,0.536637231699772,139174030000.0,Mid,442828000000.0,2.1818292536330235,0.3182202886558649,0.28636089649771584
79660,35040000000.0,53051000000.0,0.7235014560210403,127212300000.0,Mid,403451000000.0,2.171477915264483,0.4170272843113441,0.2754450630953139
33870,19861000000.0,17376000000.0,0.3395879560812024,68432760000.0,Mid,215986000000.0,2.1561784151333367,0.2539134765279086,0.29022649386054283
30340,7203000000.0,17863000000.0,0.3694911694636048,28657900000.0,Mid,89893000000.0,2.1367615910447033,0.6233185264796095,0.25134430645650935
98820,7373000000.0,27319000000.0,0.6221881968493418,32326800000.0,Mid,101049000000.0,2.1258584208767957,0.8450882858804459,0.22807701349963497
72780,24987000000.0,70476000000.0,0.6402171609305966,102513600000.0,Mid,320346000000.0,2.1249122067706137,0.6874795149131432,0.24374326918574707
89770,10927000000.0,11135000000.0,0.4751906625831846,38561380000.0,Mid,120405000000.0,2.122424560531807,0.2887604126200878,0.2833664147911719
49670,25744000000.0,64693000000.0,0.7663849431044314,103608060000.0,Mid,322133000000.0,2.1091500024225915,0.6244012290163526,0.24847487734062387
97830,9103000000.0,114111000000.0,0.3135518962283612,66173760000.0,Mid,205141000000.0,2.1000354218953254,1.7244146320233276,0.13756207898719977
37620,12791000000.0,27325000000.0,0.2844813687275348,50221860000.0,Mid,155235000000.0,2.090984682765632,0.5440857825655999,0.25468989002000325
97280,6896000000.0,31333000000.0,0.7657330197419998,32449600000.0,Mid,100293000000.0,2.090731472807061,0.9655897145111187,0.2125141758295942
19540,11769000000.0,17971000000.0,0.47128663914538366,43907600000.0,Mid,135661000000.0,2.0896929005456912,0.4092913299747652,0.2680401570570926
44490,12774000000.0,16933000000.0,0.2073994542119626,47111840000.0,Mid,144673000000.0,2.0708416398085916,0.3594213259342025,0.2711420313874389
97930,21105000000.0,30122000000.0,0.8258899106789281,79233400000.0,Mid,241172000000.0,2.043817380044274,0.38016795947163695,0.26636494205726374
66510,7069000000.0,28580000000.0,0.6621035898491554,32840600000.0,Mid,99270000000.0,2.0227827749797505,0.8702642460856379,0.2152518528894113
75520,20923000000.0,40977000000.0,0.4583868524190627,82942600000.0,Mid,250207000000.0,2.0166283670876,0.49404045689428594,0.25225879101933146
19650,14140000000.0,20997000000.0,0.6783182476022273,53968200000.0,Mid,162397000000.0,2.0091238914768326,0.3890624478859773,0.26200614435908554
32520,12038000000.0,27302000000.0,0.3546606174071088,49459800000.0,Mid,147682000000.0,1.9858996599258387,0.5520038495909809,0.2433895810334858
71570,12769000000.0,13723000000.0,0.790557241890162,47764100000.0,Mid,141413000000.0,1.9606545501747128,0.2873078316141202,0.26733467185605925
93360,19134000000.0,61929000000.0,0.49042403930531525,85739500000.0,Mid,253269000000.0,1.9539360504784842,0.7222925256153815,0.22316435248631028
27260,15039000000.0,90544000000.0,0.48175482520879653,81762520000.0,Mid,240934000000.0,1.9467535981033852,1.1074022669555683,0.18393513311478168
69290,9138000000.0,20099000000.0,0.8878262566759524,37860750000.0,Mid,111479000000.0,1.9444477460166532,0.5308663985790033,0.24135813474376497
93020,28498000000.0,43725000000.0,0.47716981382625556,112007280000.0,Mid,328705000000.0,1.9346753175329319,0.3903764112475546,0.2544298906285377
37380,7459000000.0,47443000000.0,0.3205221439918095,41746300000.0,Mid,122033000000.0,1.9232051702785635,1.1364599976524865,0.1786745172626077
93380,7535000000.0,10750000000.0,0.35183322666179023,29510000000.0,Mid,86100000000.0,1.917655032192477,0.3642832937987123,0.2553371738393765
70470,8166000000.0,4985000000.0,0.3347707160096541,29717100000.0,Mid,86645000000.0,1.915661353227603,0.16774853535506493,0.2747912817872538
65840,10059000000.0,16938000000.0,0.3787765716000277,40604900000.0,Mid,117528000000.0,1.894428997485525,0.41714177352979565,0.24772872239557295
89750,7793000000.0,26987000000.0,0.42878130626943856,36468810000.0,Mid,104917000000.0,1.8768967235289553,0.7400022101077606,0.21368945134211947
32920,23254000000.0,38506000000.0,0.5344833255512663,94248660000.0,Mid,271046000000.0,1.8758605162131747,0.408557532807363,0.2467302983405812
81730,10582000000.0,5348000000.0,0.4198828561707092,39267720000.0,Mid,111168000000.0,1.8310276226885596,0.13619329057047366,0.26948343321180857
66170,7392000000.0,14516000000.0,0.6040507002304556,31292800000.0,Mid,88436000000.0,1.8260813989160445,0.46387667450659575,0.23622047244094488
45260,7539000000.0,18835000000.0,0.7008911583288348,33361980000.0,Mid,94225000000.0,1.8243227770054415,0.5645648129997081,0.22597579640057336
46810,26203000000.0,30893000000.0,0.30121518296013106,103822400000.0,Mid,292923000000.0,1.8213853657784833,0.2975562113763504,0.2523829154402133
89870,16640000000.0,15018000000.0,0.5021017060908267,64356160000.0,Mid,181418000000.0,1.818968689244355,0.23335761487323048,0.25856110743711247
64550,4877000000.0,27492000000.0,0.6824726057687583,27108000000.0,Mid,76262000000.0,1.8132654566917514,1.014165559982293,0.17990998967094585
32950,18712000000.0,19059000000.0,0.4755306819496144,73310400000.0,Mid,206179000000.0,1.8124113359086842,0.2599767563674458,0.25524345795412384
88480,18726000000.0,39347000000.0,0.2248550526289596,80587200000.0,Mid,226607000000.0,1.811947803125062,0.48825371771199394,0.2323694085413068
32870,19521000000.0,13984000000.0,0.5814120319630154,74699640000.0,Mid,209194000000.0,1.8004686501835885,0.18720304408428207,0.26132656060993065
76060,7138000000.0,6253000000.0,0.5389512777433902,27795000000.0,Mid,77633000000.0,1.7930563050908437,0.2249685195178989,0.2568087785572945
90680,6521000000.0,40980000000.0,0.6990184289832615,38095200000.0,Mid,106190000000.0,1.7874902874902876,1.0757260757260758,0.17117642117642118
69970,9261000000.0,23864000000.0,0.3482870524025519,41800250000.0,Mid,116474000000.0,1.786442664816598,0.570905676401457,0.2215536988415141
62820,9447000000.0,24793000000.0,0.8134151355112109,42807830000.0,Mid,119263000000.0,1.786009008165095,0.5791697453479889,0.2206839262817106
79950,7180000000.0,7169000000.0,0.64292159614999,28478600000.0,Mid,78969000000.0,1.7729242308259536,0.25173288012753436,0.2521191350698419
44320,7841255000.0,12222562000.0,0.6253289018141531,32738760000.0,Mid,90635112000.0,1.7684344794976963,0.3733361312401569,0.23950983482575394
44770,6357000000.0,24865000000.0,0.26156081864263103,31975590000.0,Mid,88435000000.0,1.7657034631730018,0.7776244316367579,0.19880790315362437
33600,12092000000.0,71206000000.0,0.40601044328407954,69866940000.0,Mid,192126000000.0,1.749884280032874,1.0191658601335625,0.17307184198993114
90660,10468000000.0,24225000000.0,0.5525752431721834,47048100000.0,Mid,128905000000.0,1.739855594593618,0.5148985825144905,0.22249570120791276
64800,6272000000.0,23819000000.0,0.6426741928642511,31672440000.0,Mid,86539000000.0,1.7323123826266622,0.7520418382669601,0.1980270544359702
34310,10380000000.0,19115000000.0,0.6286785531249157,45343440000.0,Mid,122915000000.0,1.7107559549959157,0.4215604285868033,0.22891955264091124
36120,20616000000.0,15444000000.0,0.3398939032828477,82206720000.0,Mid,221604000000.0,1.6956920310164425,0.18786785313901344,0.2507824177877429
89760,17229000000.0,33035000000.0,0.49658114232236583,76205200000.0,Mid,205325000000.0,1.6943699380094797,0.433500601008855,0.22608693370006247
89860,21436000000.0,11858000000.0,0.4694552407613382,84155100000.0,Mid,226218000000.0,1.6881080291034054,0.14090649289229054,0.2547201536211115
58210,6130000000.0,10803000000.0,0.8219547403727763,26835600000.0,Mid,72103000000.0,1.6868413599844982,0.40256226803201717,0.2284279091952481
38910,7202000000.0,4126000000.0,0.6777339873543339,28544300000.0,Mid,76146000000.0,1.6676429269591477,0.14454724761160723,0.25230956793475406
96050,14857000000.0,96488000000.0,0.770910435944484,92115000000.0,Mid,245058000000.0,1.66034847744667,1.0474732671117624,0.16128752103349075
53100,17379000000.0,12069000000.0,0.8272923097798432,70270200000.0,Mid,185859000000.0,1.6449191833807217,0.17175132559747944,0.24731678577832425
77340,6350184000.0,22420063000.0,0.8412454273362155,32603500000.0,Mid,85921903000.0,1.635358259082614,0.6876581655343752,0.19477000935482386
39620,6818000000.0,25524000000.0,0.43658092599920856,35769750000.0,Mid,93704000000.0,1.6196436933442364,0.7135638353636802,0.19060798579805563
60580,7612000000.0,22666000000.0,0.47610480385466425,37790550000.0,Mid,98786000000.0,1.6140397533245745,0.5997795745232605,0.2014260178801314
32820,21228000000.0,18652000000.0,0.45336305165331486,88398390000.0,Mid,230932000000.0,1.612400519964221,0.2109993179740038,0.24014012019902173
89560,15005000000.0,26902000000.0,0.4764308340759339,68245880000.0,Mid,176952000000.0,1.5928598180578812,0.3941922940989258,0.21986675239589554
26070,32205000000.0,43800000000.0,0.3577655140350542,141402030000.0,Mid,365850000000.0,1.5873037324853116,0.30975510040414556,0.2277548632081166
19340,5331000000.0,41296000000.0,0.6752607475524923,36692100000.0,Mid,94606000000.0,1.578375181578596,1.1254738758479346,0.14529013057306614
23790,15995201000.0,7873657000.0,0.7461834379429034,65187390000.0,Mid,167825667000.0,1.5745112206517242,0.12078497083561714,0.24537262498161072
34810,14272000000.0,13492000000.0,0.5437523470423788,60779250000.0,Mid,156212000000.0,1.5701534652039963,0.22198365396085012,0.23481698112431462
40410,19590000000.0,22302000000.0,0.6707270584973662,85140900000.0,Mid,218202000000.0,1.5628340785685846,0.26194226276677834,0.23008918158018063
69990,10161000000.0,25043000000.0,0.5524792470640495,49546840000.0,Mid,126653000000.0,1.5562276020024688,0.5054409120743119,0.20507866899281568
81540,5697000000.0,70958000000.0,0.5285365264480777,50243500000.0,Mid,127928000000.0,1.5461601998268433,1.4122821857553713,0.11338780140714719
69250,10978000000.0,67025000000.0,0.6257051420233141,69579900000.0,Mid,176805000000.0,1.5410355576826067,0.9632810624907481,0.15777544951918585
82870,27276000000.0,37050000000.0,0.389749333007163,123880980000.0,Mid,309810000000.0,1.5008681720147838,0.2990773886354467,0.2201790783379337
62640,12766000000.0,4252000000.0,0.32061519096880775,52930800000.0,Mid,131912000000.0,1.4921595743876912,0.08033130049045169,0.24118282738972394
73830,11222000000.0,23119000000.0,0.2312553863832232,54666900000.0,Mid,135339000000.0,1.4757028476097969,0.4229067314956583,0.20527961161141386
23170,6433000000.0,25985000000.0,0.6986465265834143,36503280000.0,Mid,90315000000.0,1.4741612260596857,0.7118538388879027,0.1762307387171783
90100,10302043000.0,13408942000.0,0.3898670930348756,47078920000.0,Mid,116429372000.0,1.4730680312972346,0.28481838580834057,0.2188249645488894
88760,26217000000.0,62372000000.0,0.2699830820352783,131654400000.0,Mid,324542000000.0,1.4651056098390938,0.4737555296290895,0.19913500802100043
81250,6037000000.0,20036000000.0,0.7107802808639105,32674040000.0,Mid,80406000000.0,1.460852713652796,0.6132085288504269,0.18476441848023692
80220,16272000000.0,35658000000.0,0.7374908568796901,81411050000.0,Mid,198378000000.0,1.4367453803875518,0.43799950989454134,0.19987458704930106
81740,18288000000.0,16912000000.0,0.40914179347330876,83346900000.0,Mid,199792000000.0,1.3971137498815194,0.20291096609471979,0.21942027837867994
77450,8583000000.0,13257000000.0,0.6202014346786465,41364400000.0,Mid,99087000000.0,1.3954656661283615,0.3204929843053447,0.2074972681823017
471A0,8757000000.0,15983000000.0,0.3793488396527495,43368290000.0,Mid,103553000000.0,1.3877584290272915,0.36854116221783245,0.2019217266809459
61010,23244000000.0,39578000000.0,0.6772989340080467,113987200000.0,Mid,272018000000.0,1.3863907526459112,0.3472144240756857,0.20391763285702255
42060,15003000000.0,55313000000.0,0.6792438676768434,86470160000.0,Mid,205343000000.0,1.3747267265378023,0.6396773175856272,0.1735049408952175
13770,9216000000.0,27126000000.0,0.8339324227174695,50294700000.0,Mid,119286000000.0,1.3717409587888982,0.539341123418571,0.18323998353703272
34650,6913000000.0,67204000000.0,0.23357845134305658,57553200000.0,Mid,136334000000.0,1.3688344001723622,1.167684855055844,0.12011495451165183
18150,8261000000.0,18606000000.0,0.3414145812723942,42793800000.0,Mid,101216000000.0,1.365202435866878,0.43478260869565216,0.19304198271712258
53310,10472000000.0,11177000000.0,0.7275105046976064,49446700000.0,Mid,115897000000.0,1.3438773467187901,0.22604137384294604,0.21178359728758442
79430,5349000000.0,22871000000.0,0.7072177259640681,32653400000.0,Mid,76361000000.0,1.3385313627371116,0.7004171081725027,0.16381142545646088
76110,8269000000.0,12952000000.0,0.7549603174603174,41217120000.0,Mid,95642000000.0,1.3204435438477993,0.31423835532419536,0.20062051885236037
41870,5635000000.0,15872000000.0,0.7931819251957999,31186950000.0,Mid,72222000000.0,1.3157763102836282,0.5089308188200513,0.1806845491463577
67940,7571000000.0,19210000000.0,0.6632787690739848,41012640000.0,Mid,94920000000.0,1.314408436033379,0.46839218348294576,0.1846016252550433
27600,8120000000.0,5641000000.0,0.3163562410393416,37544500000.0,Mid,86841000000.0,1.3130152219366351,0.15024837193197405,0.21627668500046612
22010,20220000000.0,28045000000.0,0.6193878413798934,99616855000.0,Mid,230245000000.0,1.3113056520405106,0.2815286629958354,0.2029776989044675
54510,18047000000.0,50761000000.0,0.8140590942116736,100603900000.0,Mid,231231000000.0,1.2984297825432214,0.5045629443788958,0.17938668381643255
67070,13780000000.0,28840000000.0,0.531062124248497,72703120000.0,Mid,166640000000.0,1.2920611935223687,0.3966817380051915,0.1895379455517177
68590,5599000000.0,12765000000.0,0.7474652919693594,30008000000.0,Mid,68755000000.0,1.2912223407091443,0.4253865635830445,0.18658357771260997
59880,6012000000.0,21396000000.0,0.6548854454228545,35736480000.0,Mid,81516000000.0,1.2810304764207332,0.5987159339699937,0.16823145424507394
69580,6691000000.0,15318000000.0,0.5484294414277414,36060120000.0,Mid,82228000000.0,1.2803030050926065,0.4247905996985035,0.1855512405394103
45490,10532000000.0,7640000000.0,0.6989995510806131,49919760000.0,Mid,112960000000.0,1.2628313918175889,0.15304560759106214,0.21097857842265266
26640,11833000000.0,41488000000.0,0.5645491903767127,70736600000.0,Mid,159818000000.0,1.2593395780967702,0.5865139121755922,0.1672825665921178
23370,5231000000.0,42637000000.0,0.3259866095562856,42860850000.0,Mid,94947000000.0,1.2152383818799675,0.9947772850981723,0.1220461096781795
94160,5659000000.0,13504000000.0,0.705587962349198,31871160000.0,Mid,70094000000.0,1.1992924010296455,0.4237059460653456,0.17755864549643
77620,18848000000.0,94954000000.0,0.6298307694448181,129657900000.0,Mid,283434000000.0,1.1860141186923434,0.7323425722613123,0.14536715464310312
22070,6984000000.0,5474000000.0,0.624478092985779,34772280000.0,Mid,75314000000.0,1.165920670142999,0.1574242471301853,0.20084964230128136
61430,11102000000.0,44983000000.0,0.5818555509168567,72698400000.0,Mid,156003000000.0,1.1458931695883265,0.618761898473694,0.15271312711146326
72450,14318000000.0,25859000000.0,0.42012490372209166,78949360000.0,Mid,169039000000.0,1.1411066536828165,0.32753907061437865,0.18135675830684378
66440,8118000000.0,13085000000.0,0.6301970889337698,44253040000.0,Mid,94265000000.0,1.1301361443191247,0.2956859009008195,0.18344502434183052
94360,8261000000.0,3625000000.0,0.8550926283785525,40510800000.0,Mid,86235000000.0,1.128691608163749,0.08948231088993552,0.20392092972738135
18820,7446000000.0,10468000000.0,0.6551258108905053,40131420000.0,Mid,84928000000.0,1.1162470702506913,0.2608430003224406,0.18554040699282506
30460,18397000000.0,11977000000.0,0.5485431859814053,92923600000.0,Mid,195947000000.0,1.1086892888351292,0.12889083074697924,0.19797984580881497
23530,6894426000.0,20739581000.0,0.42522162382247886,42725340000.0,Mid,89683841000.0,1.099078462570456,0.485416406282548,0.16136620562879078
45300,17615000000.0,69420000000.0,0.7992418832714463,117238540000.0,Mid,245570000000.0,1.0946183737873227,0.5921261046068981,0.1502492269180425
