Code,FCF,CashEq,EquityRatio,MarketCap,CapGroup,TheoreticalValue,ValuationGap,CashRatio,FCFYield
49280,10345000000.0,26723000000.0,0.7086884902996392,28545600000.0,Mid,130173000000.0,3.5601774003699345,0.9361512807578051,0.36240261196121293
75160,25912000000.0,12572000000.0,0.3462294170161399,59581800000.0,Mid,271692000000.0,3.559983082082112,0.21100403143241728,0.4348979050649695
18710,16759000000.0,22100000000.0,0.44238588767617476,41857060000.0,Mid,189690000000.0,3.5318519743144883,0.5279873932856249,0.40038645810288637
262A0,34153000000.0,10060000000.0,0.41247299529800485,77934950000.0,Mid,351590000000.0,3.5113264331343,0.12908201006095468,0.43822444230733454
41890,18410000000.0,6719000000.0,0.5582508973797281,42404960000.0,Mid,190819000000.0,3.4999217072719797,0.15844844565352734,0.4341473261618452
51920,11373000000.0,30843000000.0,0.7473880509671429,32562400000.0,Mid,144573000000.0,3.4398754391568187,0.9471967668230843,0.34926786723337344
98320,21964000000.0,31181000000.0,0.578353858964807,56505280000.0,Mid,250821000000.0,3.438894913891233,0.5518245374591543,0.38870703764320785
99190,19685000000.0,14956000000.0,0.46621884158187626,47737130000.0,Mid,211806000000.0,3.4369236273734933,0.31329910281577467,0.41236245245577186
54450,13779000000.0,14161000000.0,0.7349563676197275,34680400000.0,Mid,151951000000.0,3.3814661883945973,0.4083286236606268,0.39731375647339706
30360,11708000000.0,17781000000.0,0.357578038386037,30942830000.0,Mid,134861000000.0,3.35839255814675,0.5746403932671963,0.37837521648795536
61360,40365000000.0,48005000000.0,0.7241603442672554,104042890000.0,Mid,451655000000.0,3.341046274281693,0.46139625687060404,0.3879650017411089
66320,40891000000.0,66089000000.0,0.42611383116052426,109716660000.0,Mid,474999000000.0,3.3293242794667646,0.6023606624554557,0.3726963617011309
67440,13404000000.0,45089000000.0,0.8294677562120765,41676650000.0,Mid,179129000000.0,3.298066183342471,1.0818767823229554,0.3216189401019516
