Portfolio,CumulativeReturn,CAGR,SharpeRatio,WinRate
現金+FCF×10,0.6540844023405046,0.13406883682581383,0.564421368409082,0.5
営業利益×10,0.746044237181458,0.1495127976021633,1.2816069993706183,0.75
