date,return,num_stocks
2018-10-01,-0.17553753347019538,5
2019-04-01,-0.10558715916201877,5
2020-10-02,0.25842751668712916,6
2021-07-01,0.012471315410277739,5
2021-10-01,-0.10619002253269935,10
2022-10-03,0.06332871455217796,9
2023-10-02,0.04033146791666627,7
