month,entry_date,exit_date,portfolio_return,benchmark_all_return,benchmark_small_return,portfolio_size,filter_pass,momentum_return,cumulative_return_strategy,cumulative_return_all,cumulative_return_small
2019-03,2019-03-01,2019-04-01,0.005122022822265293,0.0048128958128726305,0.012264826728493789,183,True,0.020736417523070615,1.0696908141208654,0.8976284672033099,1.0426879691899413
2019-04,2019-04-01,2019-05-07,0.0012360722959735338,-0.0035189255714765904,-0.00016236103094532605,180,True,0.025407583495015023,1.0710130293014575,0.8944697794363828,1.0425186772963093
2019-05,2019-05-07,2019-06-03,-0.0729666289870831,-0.07011086902669292,-0.059999642960852924,188,True,0.0022452717901525667,0.9928648189520861,0.8317577258819837,0.9799679288785101
2019-06,,,0.0,0.0,0.0,0,False,-0.02269327945661823,0.9928648189520861,0.8317577258819837,0.9799679288785101
2019-07,2019-07-01,2019-08-01,0.018881246400144585,0.006283105660939393,0.022429774005658678,179,True,0.023895876970390965,1.0116113442407555,0.8369837475580029,1.0019483880560485
2019-08,2019-08-01,2019-09-02,-0.058532135805110456,-0.05530124019355789,-0.05112969840045314,174,True,0.004343147205287269,0.9523995716576653,0.7906975082961936,0.9507190691619225
2019-09,2019-09-02,2019-10-01,0.045695764517048855,0.05871287997885063,0.050987879838231984,187,True,0.0007494556093898553,0.9959201982102721,0.8371216362003642,0.9991942188202664
2019-10,2019-10-01,2019-11-01,0.06251079864998535,0.04510921074355668,0.049672810106285124,189,True,0.043175188276909575,1.058175965192048,0.8748835325057174,1.0488270035110234
2019-11,2019-11-01,2019-12-02,0.0696135038784372,0.03896851140271653,0.05230874106748871,189,True,0.037688904681770184,1.1318393018490136,0.9089764414182153,1.1036898236622716
2019-12,,,0.0,0.0,0.0,0,False,-0.005080843998430881,1.1318393018490136,0.9089764414182153,1.1036898236622716
2020-01,,,0.0,0.0,0.0,0,False,-0.0017909794584224138,1.1318393018490136,0.9089764414182153,1.1036898236622716
2020-02,,,0.0,0.0,0.0,0,False,-0.006348237039416699,1.1318393018490136,0.9089764414182153,1.1036898236622716
2020-03,,,0.0,0.0,0.0,0,False,-0.08639813644923659,1.1318393018490136,0.9089764414182153,1.1036898236622716
2020-04,,,0.0,0.0,0.0,0,False,-0.20123889796857278,1.1318393018490136,0.9089764414182153,1.1036898236622716
2020-05,2020-05-01,2020-06-01,0.16288455710732014,0.13500812811099616,0.1615473791447093,177,True,0.06528280535666015,1.3161984452473485,1.031695649271083,1.281988022063598
2020-06,2020-06-01,2020-07-01,0.07019818271070728,-0.0019293133638212136,0.03481797117446049,170,True,0.08075342788429468,1.4085931841903707,1.029705185067548,1.326624244061812
2020-07,,,0.0,0.0,0.0,0,False,-0.024104623858962063,1.4085931841903707,1.029705185067548,1.326624244061812
2020-08,,,0.0,0.0,0.0,0,False,-0.021379277610856704,1.4085931841903707,1.029705185067548,1.326624244061812
2020-09,2020-09-01,2020-10-01,0.0,0.0,0.0,0,True,0.04561790828684977,1.4085931841903707,1.029705185067548,1.326624244061812
2020-10,,,0.0,0.0,0.0,0,False,,1.4085931841903707,1.029705185067548,1.326624244061812
2020-11,,,0.0,0.0,0.0,0,False,-0.025688358147830232,1.4085931841903707,1.029705185067548,1.326624244061812
2020-12,2020-12-01,2021-01-04,0.018559278942285727,-0.004548655452518458,0.0022638624498372293,145,True,0.032456582061666184,1.4347356580119623,1.025021410963004,1.3296275388729872
2021-01,2021-01-04,2021-02-01,0.02493624329076034,0.0249072413574865,0.028553508360581348,139,True,0.006371910189339836,1.4705125754380777,1.050551866642451,1.3675930699206562
2021-02,2021-02-01,2021-03-01,0.015605307460882891,0.033839357802217813,0.034741098981547563,141,True,0.016098631936207593,1.4934603763028835,1.0861018671475526,1.4151047561292482
2021-03,2021-03-01,2021-04-01,0.05679083064687654,0.03810618392740078,0.03871102410178088,150,True,0.030543681102021634,1.578275231611321,1.1274890646609708,1.4698849104503124
2021-04,2021-04-01,2021-05-06,0.006186472413500037,-0.01844960657954519,-0.006118333994949815,150,True,0.035451969577293276,1.588039187792595,1.1066873349952364,1.4608916636340405
2021-05,2021-05-06,2021-06-01,-0.008310262440882954,-0.005342180053412041,0.005484575289323995,146,True,0.008984271658299276,1.574842165375632,1.1007752119888612,1.4689040339527872
2021-06,,,0.0,0.0,0.0,0,False,-0.006979685007290014,1.574842165375632,1.1007752119888612,1.4689040339527872
2021-07,2021-07-01,2021-08-02,-0.016018814744548332,-0.00565416305785744,-0.010726870660541624,161,True,0.014238744591121157,1.5496150604765764,1.0945512494502285,1.4531472903678277
2021-08,,,0.0,0.0,0.0,0,False,-0.003960671561112229,1.5496150604765764,1.0945512494502285,1.4531472903678277
2021-09,2021-09-01,2021-10-01,0.018966247101026866,-0.0006518464814215345,0.010918777806323245,163,True,0.007912374340643685,1.5790054426250477,1.0938377700695388,1.469013882751215
2021-10,,,0.0,0.0,0.0,0,False,-0.034188938292299444,1.5790054426250477,1.0938377700695388,1.469013882751215
2021-11,2021-11-01,2021-12-01,-0.0056633013129026005,-0.0649013274205612,-0.040296252356089746,164,True,0.019587843034843726,1.570063059028749,1.0228462468092792,1.4098181286172728
2021-12,,,0.0,0.0,0.0,0,False,-0.044646244330511786,1.570063059028749,1.0228462468092792,1.4098181286172728
2022-01,2022-01-04,2022-02-01,-0.06706842770301133,-0.07607970732597408,-0.06043310663611568,171,True,0.03209039894623367,1.4647613982651104,0.9450284037125583,1.3246184393130163
2022-02,,,0.0,0.0,0.0,0,False,-0.06466326640314222,1.4647613982651104,0.9450284037125583,1.3246184393130163
2022-03,2022-03-01,2022-04-01,0.05294238156968724,0.024180635404470623,0.0478782559017111,170,True,0.0075616871061793284,1.5423093551206104,0.9678797909896005,1.38803885992257
2022-04,2022-04-01,2022-05-02,-0.024241760670085506,-0.03162463651863175,-0.02502687691666918,167,True,0.043616701315210164,1.5049210608545427,0.9372709444058251,1.353300582219734
2022-05,,,0.0,0.0,0.0,0,False,-0.02035266120178948,1.5049210608545427,0.9372709444058251,1.353300582219734
2022-06,2022-06-01,2022-07-01,0.013130364966578652,-0.01643440938630856,0.010024141650678785,164,True,0.015541883694902172,1.5246812236294536,0.9218674499995677,1.3668662589518505
2022-07,,,0.0,0.0,0.0,0,False,-0.035395650257892555,1.5246812236294536,0.9218674499995677,1.3668662589518505
2022-08,2022-08-01,2022-09-01,0.0208101495161202,0.002003235711930021,0.013645668587133387,168,True,0.03473903948296644,1.5564100678576036,0.9237141677970726,1.3855180629244424
2022-09,,,0.0,0.0,0.0,0,False,-0.0014048006967877866,1.5564100678576036,0.9237141677970726,1.3855180629244424
2022-10,,,0.0,0.0,0.0,0,False,-0.029567903941183627,1.5564100678576036,0.9237141677970726,1.3855180629244424
2022-11,2022-11-01,2022-12-01,0.037078145641993035,0.03394084808014004,0.0359586890260996,171,True,0.02749014804842664,1.6141188670322921,0.955065810035746,1.4353394760891864
2022-12,,,0.0,0.0,0.0,0,False,-0.0021717223653878186,1.6141188670322921,0.955065810035746,1.4353394760891864
2023-01,,,0.0,0.0,0.0,0,False,-0.03163854968031805,1.6141188670322921,0.955065810035746,1.4353394760891864
2023-02,,,0.0,0.0,0.0,0,False,-0.008362835416151543,1.6141188670322921,0.955065810035746,1.4353394760891864
2023-03,,,0.0,0.0,0.0,0,False,-0.013810943690360804,1.6141188670322921,0.955065810035746,1.4353394760891864
2023-04,2023-04-03,2023-05-01,0.02040629613296777,0.01005990522901439,0.011052775510726313,174,True,0.014123259481785663,1.6470570546267636,0.9646736815721775,1.4512039611000838
2023-05,2023-05-01,2023-06-01,0.02202783565374346,-9.653303043249717e-06,0.020924934063967476,163,True,0.027563408138971245,1.683338156738421,0.9646643692847914,1.4815703082994713
2023-06,2023-06-01,2023-07-03,0.08652696968198914,0.06968663609398855,0.07089593066876224,177,True,0.004226518892576036,1.8289923063910616,1.0318885841399776,1.5866076141575673
2023-07,2023-07-03,2023-08-01,0.016761834618055044,0.000871637282910726,0.0002258189747136744,172,True,0.030264138107246173,1.8596495729484839,1.032788016701724,1.5869659002622694
2023-08,,,0.0,0.0,0.0,0,False,-0.012682209685281592,1.8596495729484839,1.032788016701724,1.5869659002622694
2023-09,2023-09-01,2023-10-02,0.009006381994915377,-0.009798633112566103,0.011632886289154194,187,True,0.016138741421857516,1.8763982873791392,1.022668105843009,1.6054268941247856
2023-10,,,0.0,0.0,0.0,0,False,-0.015977450904051754,1.8763982873791392,1.022668105843009,1.6054268941247856
2023-11,,,0.0,0.0,0.0,0,False,-0.04648434639893696,1.8763982873791392,1.022668105843009,1.6054268941247856
2023-12,2023-12-01,2024-01-04,0.013831627639101078,0.012390556279559622,0.0044304015309395125,176,True,0.013532281426580937,1.9023519297928144,1.0353395325637673,1.6125395798943276
2024-01,,,0.0,0.0,0.0,0,False,-0.0008731703491640667,1.9023519297928144,1.0353395325637673,1.6125395798943276
2024-02,2024-02-01,2024-03-01,0.08454918110824138,0.033040665933724296,0.049704648483002226,185,True,0.023525679625271707,2.063194227636479,1.069547840187185,1.692690292877903
2024-03,2024-03-01,2024-04-01,0.020171841393210616,0.017510365871889495,0.023272419002150355,166,True,0.0031896402735758288,2.10481265435975,1.088276014186352,1.7320832906146302
2024-04,2024-04-01,2024-05-01,-0.024485925565800332,-0.020529841367715566,-0.019948616334118808,161,True,0.0395572973376289,2.0532743683751424,1.0659338802508163,1.6975306255914209
2024-05,,,0.0,0.0,0.0,0,False,-0.014880500527763373,2.0532743683751424,1.0659338802508163,1.6975306255914209
2024-06,,,0.0,0.0,0.0,0,False,-0.011526388866041747,2.0532743683751424,1.0659338802508163,1.6975306255914209
2024-07,2024-07-01,2024-08-01,-0.018626590838121987,-0.025385045418589332,-0.017199668288587065,163,True,0.010845494939176597,2.015028866837015,1.0388751002874361,1.6683336619215308
2024-08,,,0.0,0.0,0.0,0,False,-0.02881705328912303,2.015028866837015,1.0388751002874361,1.6683336619215308
2024-09,2024-09-02,2024-10-01,-0.002044280167149832,-0.0029320179791129226,-0.012112224385408717,183,True,0.0022157813115054764,2.010909583288306,1.0358290998153405,1.6481264302586065
2024-10,,,0.0,0.0,0.0,0,False,-0.008397553428073171,2.010909583288306,1.0358290998153405,1.6481264302586065
2024-11,,,0.0,0.0,0.0,0,False,-0.02238787408111215,2.010909583288306,1.0358290998153405,1.6481264302586065
2024-12,,,0.0,0.0,0.0,0,False,-0.008693147593409572,2.010909583288306,1.0358290998153405,1.6481264302586065
2025-01,2025-01-06,2025-02-03,0.013589948369475646,0.003883192198178612,0.023419603143308633,178,True,0.013957011494790087,2.038237740700878,1.0398514232943898,1.686724897185261
2025-02,,,0.0,0.0,0.0,0,False,-0.006285826833061373,2.038237740700878,1.0398514232943898,1.686724897185261
2025-03,,,0.0,0.0,0.0,0,False,-0.011580672106720468,2.038237740700878,1.0398514232943898,1.686724897185261
2025-04,,,0.0,0.0,0.0,0,False,-0.0006369640082447132,2.038237740700878,1.0398514232943898,1.686724897185261
2025-05,2025-05-01,2025-06-02,0.06428774654696151,0.04838947689771906,0.05554278105464348,184,True,0.011860794502410479,2.1692714519775076,1.090169289718954,1.7804102888490378
2025-06,2025-06-02,2025-07-01,0.027441614064680132,0.027573770871941235,0.03454859848461037,193,True,0.03397325143404173,2.2287997619642024,1.1202293679252915,1.8419209690563523
2025-07,2025-07-01,2025-08-01,0.05052025407658324,0.056718669882675286,0.056311806499787925,194,True,0.02655833271766229,2.341399292224462,1.1837672876375243,1.9456428662537553
2025-08,2025-08-01,2025-09-01,0.07422309118752853,0.050152075346706335,0.07305489551615135,193,True,0.041399656027180445,2.515185185397653,1.2431356738400876,2.0877816025596685
2025-09,2025-09-01,2025-10-01,-0.0243923051173053,-0.018021872816492538,-0.027194566528829813,194,True,0.04854163484271623,2.4538340209289076,1.2207320408324966,2.0310052868711925
2025-10,2025-10-01,2025-11-04,-0.0019512894368889852,0.009297111114116583,-0.006577400637303662,194,True,0.017290123980295526,2.44904588052399,1.2320813222566789,2.017646551402959
2025-11,2025-11-04,2025-12-01,0.050587304870757376,0.01764963259685235,0.021643452451723937,191,True,0.03337891031370973,2.5729365111245297,1.253827104923953,2.0613153886026336
