config,target_vol,lookback,cagr,volatility,sharpe,max_drawdown,win_rate,avg_position,min_position,max_position,cumulative_return
Target12_LB3,0.12,3,0.16990077803794645,0.14214988763669578,1.1952227389175003,-0.2117818580097192,0.7244897959183674,0.8742009134196952,0.21175892026110996,1.0,2.602055582438506
Target12_LB6,0.12,6,0.16042758104592902,0.13594200813767923,1.1801177814252333,-0.19650124262090088,0.7244897959183674,0.8343027644596941,0.2504595534975809,1.0,2.3706527590703392
Target15_LB3,0.15,3,0.18171160499004957,0.14983137441066713,1.2127740648764465,-0.2267617117503709,0.7244897959183674,0.9193741172830393,0.26469865032638745,1.0,2.9100044743422884
Target15_LB6,0.15,6,0.16673049162987463,0.1498646357148888,1.1125405992850268,-0.24215314825138962,0.7244897959183674,0.894240915523391,0.31307444187197614,1.0,2.523109502714757
Target18_LB3,0.18,3,0.18803787831224184,0.15695425665893445,1.198042552747409,-0.24174156549102271,0.7244897959183674,0.9424866887937879,0.317638380391665,1.0,3.0842659589580945
Target18_LB6,0.18,6,0.17326004731035427,0.15941132422177404,1.0868741487230469,-0.2602112892922452,0.7244897959183674,0.9251281870151075,0.3756893302463714,1.0,2.687397609575653
