Year,NumStocks,PortfolioReturn,MinReturn,MaxReturn,StdReturn
2022,10,0.08535339084141028,-0.20107719928186715,0.6417624521072797,0.26671788004738756
2023,10,0.3915792961379053,-0.954469485945809,0.9323333333333333,0.5609575189441712
2024,10,-0.17063806274502202,-0.8930733709594664,0.22510373443983403,0.30255558128809024
2025,10,0.24691605331890648,-0.22514107803074526,1.5025803890432712,0.4896785025039408
