Year,NumStocks,PortfolioReturn,MinReturn,MaxReturn,StdReturn
2022,5,0.1749749020825893,-0.03476658476658471,0.6417624521072797,0.2693427477235217
2023,5,0.2974755476040266,-0.954469485945809,0.8136042402826855,0.7307302229733177
2024,5,-0.2072055689475263,-0.8930733709594664,0.07754820936639112,0.3963165327323961
2025,5,0.3978682457341606,-0.05052083333333327,1.5025803890432712,0.6498357022755444
