Code,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
90220,2025-04-01,2881.0,2026-03-13,4220.0,0.4647691773689691
80150,2025-04-01,2519.0,2026-03-13,6304.0,1.5025803890432712
72010,2025-04-01,384.0,2026-03-13,364.6,-0.05052083333333327
94340,2025-04-01,211.7,2026-03-13,213.2,0.007085498346717053
94320,2025-04-01,145.2,2026-03-13,154.7,0.06542699724517907
72670,2025-04-01,1355.5,2026-03-13,1368.0,0.009221689413500553
46890,2025-04-01,513.9,2026-03-13,398.2,-0.22514107803074526
19280,2025-04-01,3400.0,2026-03-13,3543.0,0.04205882352941177
72020,2025-04-01,2037.0,2026-03-13,2494.5,0.22459499263622976
95030,2025-04-01,1808.5,2026-03-13,2584.5,0.4290848769698645
