Code,LatestOP,OldestOP,NumPeriods,GrowthCount,IsGrowthA,IsGrowthB,CAGR,IsGrowthC,MarketCap,Price,Date,TheoreticalValue,ValuationGap,MarketCap_to_OP
69200,62991000000.0,63662000000.0,5,3,False,False,-0.00264548931406694,False,26968034500000.0,37550.0,2026-03-13,629910000000.0,-0.97664234670124,428.1252004254576
59850,5580000000.0,2090000000.0,5,3,False,True,0.2782681802011653,True,2784852300000.0,2118.0,2026-03-13,55800000000.0,-0.9799630307144117,499.07747311827956
215A0,2108000000.0,1413000000.0,5,3,False,False,0.10517769472177019,True,1154712650000.0,1295.0,2026-03-13,21080000000.0,-0.9817443759709397,547.7763994307401
69650,2403000000.0,4281000000.0,5,3,False,False,-0.1344301195100467,False,1498969810000.0,2069.0,2026-03-13,24030000000.0,-0.9839689900092117,623.7910153974199
62270,2857000000.0,86000000.0,5,3,False,False,1.4007832217084197,True,1785338000000.0,22300.0,2026-03-13,28570000000.0,-0.9839974279380151,624.8995449772489
58010,35137000000.0,31400000000.0,5,3,False,True,0.028510566082190714,True,29225780100000.0,30690.0,2026-03-13,351370000000.0,-0.9879773953407663,831.7665167771864
91300,824000000.0,913000000.0,5,3,False,True,-0.025315390423073736,False,1011478820000.0,2599.0,2026-03-13,8240000000.0,-0.9918535120685967,1227.5228398058252
34360,1342000000.0,36924000000.0,5,1,False,False,-0.5633726426724919,False,1719892190000.0,1567.0,2026-03-13,13420000000.0,-0.9921971853363669,1281.5888152011923
77770,707000000.0,-606000000.0,5,3,False,True,,False,1311697800000.0,567.0,2026-03-13,7070000000.0,-0.9946100389891636,1855.3009900990098
63560,1440000000.0,1534000000.0,5,3,False,True,-0.015684592623952387,False,2916864090000.0,1953.0,2026-03-13,14400000000.0,-0.9950631913055641,2025.6000625
66130,-224000000.0,-333000000.0,5,1,False,False,-0.09436969630410041,False,3217935000000.0,1140.0,2026-03-13,-2240000000.0,-1.000696098584962,-14365.78125
65210,-258000000.0,-356000000.0,5,1,False,False,-0.07733844080504004,False,688832100000.0,4455.0,2026-03-13,-2580000000.0,-1.0037454700499584,-2669.891860465116
21600,-3471000000.0,-772000000.0,5,2,False,False,0.45616077556899737,True,815026750000.0,3145.0,2026-03-13,-34710000000.0,-1.0425875592426874,-234.8103572457505
72010,-10107000000.0,568718000000.0,5,2,False,True,,False,1426894914000.0,364.6,2026-03-13,-101070000000.0,-1.0708321257636777,-141.17887741169486
186A0,-7137000000.0,-15683000000.0,5,1,False,False,-0.178662525324367,False,696580700000.0,1070.0,2026-03-13,-71370000000.0,-1.1024576190526094,-97.60133109149503
67400,-18730000000.0,-23735000000.0,5,1,False,False,-0.05748746393793647,False,1750838180000.0,91.0,2026-03-13,-187300000000.0,-1.1069773335648871,-93.47774586225307
63300,-20995000000.0,2035000000.0,5,1,False,False,,False,1202295440000.0,2731.0,2026-03-13,-209950000000.0,-1.174624300330042,-57.26579852345797
72610,-23120000000.0,148254000000.0,5,2,False,False,,False,853858720000.0,1144.0,2026-03-13,-231200000000.0,-1.2707707898093492,-36.93160553633218
49110,-28788000000.0,7575000000.0,5,2,False,False,,False,782397120000.0,3012.0,2026-03-13,-287880000000.0,-1.3679461396790418,-27.17789078782826
