YearMonth,MonthEnd,MKT,SMB,HML,RMW,CMA,WML,n_stocks,n_inv_valid
2025-10,2025-10-31,-0.010467420081353747,-0.030633371536596402,0.006087420436241275,0.0043732348508429275,0.02374266215099826,0.027999218653670242,3561,1197
2025-11,2025-11-28,0.02709123022185112,-0.04158409972868897,0.010766493544791152,0.005818722609658034,-8.574027178401625e-05,0.006817220248508518,3651,3176
2025-12,2025-12-30,0.008738983888074713,-0.011952735827888129,0.020547136427873213,-0.010169645175465607,0.010944159562847848,0.022120883929146243,3544,3099
2026-01,2026-01-30,0.03486041856037426,0.0025096111254743897,-0.009464685401957718,-0.038292263120973835,0.011530644858654356,0.023674341419976225,3464,2999
2026-02,2026-02-27,0.07620721203429005,-0.06087823044425387,0.0016628062097974738,-0.031310137214486486,-0.023942899134510316,0.11108497449173521,3606,2971
2026-03,2026-03-13,-0.05066051171883194,0.02690637800826947,-0.025798888886731833,-0.009045654404837976,0.00815711027710498,-0.035186086314917285,3568,2926
