YearMonth,MonthEnd,MKT,SMB,HML,RMW,CMA,WML,n_stocks
2025-11,2025-11-28,0.03794650388408878,-0.08898834380964898,0.04169820267689056,0.021906046416267963,,,42
2025-12,2025-12-30,0.015787770447168743,0.025420847500350074,-0.03717220484512238,0.006696637745308447,,,42
2026-01,2026-01-30,0.011856081170719224,0.03991409438340974,0.01558412251207862,0.030889239164325642,,,42
2026-02,2026-02-27,0.06299529748808508,-0.09044173499816266,0.02910849799833601,0.0039693662249949135,,,42
2026-03,2026-03-13,-0.03258528884999981,0.0063708473907101194,-0.0830586266812469,-0.03829776663011762,,,41
