name,weight_base,weight_leverage,cagr,volatility,sharpe,max_drawdown,win_rate
Base20_Lev80,0.2,0.8,0.29187727702424615,0.2277447433932194,1.2815983046436195,-0.32528732880449956,0.7446808510638298
Base30_Lev70,0.3,0.7,0.28517696719324914,0.19975048838576218,1.4276659321228273,-0.2831932152091031,0.7553191489361702
Base40_Lev60,0.4,0.6,0.2773810664527472,0.17191290584079316,1.6134976318161187,-0.24000901897836158,0.7553191489361702
Base50_Lev50,0.5,0.5,0.2685357634594876,0.14432268323471553,1.8606622149808654,-0.19573474011227496,0.776595744680851
Base60_Lev40,0.6,0.4,0.25868590076195885,0.1171547127292725,2.208070804285478,-0.15037037861084335,0.8191489361702128
Base70_Lev30,0.7,0.3,0.24787517044141127,0.09078885752368736,2.730237797922935,-0.10391593447406634,0.8404255319148937
Base80_Lev20,0.8,0.2,0.23614626938968386,0.06619068441557437,3.5676662278796396,-0.056371407701944355,0.8617021276595744
